,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use
21670,21670,15.31055556,-90.24333333,1,2020-06-04,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VIII
21672,21672,15.48694444,-90.30777778,1,2020-06-04,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VI
21675,21675,15.04722222,-91.15252778,1,2020-06-04,Qp,Pleistoceno Holoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VI
21676,21676,14.60908333,-91.25394444,1,2020-06-04,I,La caldera posiblemente se formó a finales del terciario.,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tn,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillo-Arenosa o Franco-Arenosa,Moderadamente Fina,Alto,Andisoles,IV
21677,21677,15.04444444,-90.22138889,1,2020-06-04,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chg,Esquisto,Drenaje Excesivo,Franco-Arenosa-Gravosa a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa Gravosa,Moderadamente Fina,Alto,Entisoles,VII
21679,21679,14.94555556,-90.00622222,1,2020-06-04,Pzm,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ac,Roca Serpentina,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla o Franco-Arcillosa,Muy Fina,Alto,Entisoles,VII
21680,21680,14.92028056,-89.92532778,1,2020-06-04,Pi,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ac,Roca Serpentina,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla o Franco-Arcillosa,Muy Fina,Alto,Entisoles,I
21682,21682,15.50611111,-91.80527778,1,2020-06-04,CPsr,Emergio en el Terciario y se ha seguido moldeando después de la deposición del Cretácico.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Chy,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Caliza Fracturada,-999,Alto,Entisoles,VII
21684,21684,14.72061111,-91.28227778,1,2020-06-04,Tv,La caldera posiblemente se formó a finales del terciario.,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tn,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillo-Arenosa o Franco-Arenosa,Moderadamente Fina,Alto,Andisoles,VI
21685,21685,14.83961111,-90.135,1,2020-06-05,Ksd,Cretácico superior y Terciario medio al superior.,Tierras Altas Cristalinas,Rocas Sedimentarias,Sub,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Arcilla,Muy Fina,Muy Alto,Entisoles,VII
21687,21687,14.72527778,-91.14,1,2020-06-05,Tv,La caldera posiblemente se formó a finales del terciario.,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Entisoles,VIII
21689,21689,14.39416667,-91.32888889,1,2020-06-05,Qa,Pleistoceno.,Llanura Costera del Pacífico,Rocas Sedimentarias,Gn,Arena Volcánica,Drenaje Excesivo,Franco-Arenosa,Media,Franco-Arenosa o Franco-Gruesa,Media,Regular,Andisoles,III
21690,21690,15.70666667,-91.92027778,1,2020-06-05,Ksd,"Creático(Neocomiano-Maestrichtiano,)",Tierras Altas Sedimentarias,Rocas Sedimentarias,Ne,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII
21691,21691,14.79555556,-91.67444444,1,2020-06-05,Qv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Os,Ceniza Volcánica Pomácea,Drenaje Excesivo,Arena-Franca o Arena Suelta,Gruesa,Ceniza Volcánica,-999,Alto,Andisoles,VI
21692,21692,15.56152778,-91.85222222,1,2020-06-05,Pc,Emergio en el Terciario y se ha seguido moldeando después de la deposición del Cretácico.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Chy,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Caliza Fracturada,-999,Alto,Entisoles,VII
21693,21693,14.76638889,-91.50361111,1,2020-06-05,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pl,Material volcánico y Máfico Mezclado,Buen Drenaje,Franco-Arenosa,Media,"Franco-Arenosa, Franco-Limosa o Franco-Arcillosa",Media,Alto,Andisoles,VIII
21707,21707,14.97805556,-89.27722222,1,2020-06-05,Pzm,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ta,Brecha de Toba Volcánica o Pórfido Andesítico,Buen Drenaje,Franco-Limosa a Franco-Arcillosa,Media,Arcilla,Muy Fina,Alto,Inceptisoles,VII
21709,21709,15.59972222,-91.71111111,1,2020-06-05,JKts,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Co,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Muy Alto,Entisoles,VII
21711,21711,14.67666667,-91.765,1,2020-06-05,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Sx,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Alto,Andisoles,III
21715,21715,14.71861111,-91.10222222,1,2020-06-05,Tv,Período Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,III
21721,21721,15.49388889,-91.60972222,1,2020-06-06,JKts,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ja,Caliza,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VIII
21725,21725,14.85527778,-90.37138889,1,2020-06-06,Pzm,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ac,Roca Serpentina,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla o Franco-Arcillosa,Muy Fina,Alto,Entisoles,VI
21744,21744,14.85277778,-91.62833333,1,2020-06-06,Qp,Terciario Superior (Plioceno)  hasta cuaternario inferior (Pleistoceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qeq,-999,-999,-999,,-999,-999,-999,Entisoles,VI
21750,21750,14.81472222,-90.15583333,1,2020-06-06,Pzm,Cretácico superior y Terciario medio al superior.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sub,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Arcilla,Muy Fina,Muy Alto,Entisoles,VI
21764,21764,15.67833333,-91.80833333,1,2020-06-06,JKts,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ne,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,III
21765,21765,14.70777778,-91.28527778,1,2020-06-06,I,La caldera posiblemente se formó a finales del terciario.,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tn,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillo-Arenosa o Franco-Arenosa,Moderadamente Fina,Alto,Andisoles,VIII
21769,21769,14.94472222,-91.61444444,1,2020-06-06,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VIII
21770,21770,15.00416667,-91.77899167,1,2020-06-06,Qp,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
21773,21773,15.06777778,-91.83361111,1,2020-06-06,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
21775,21775,14.82972222,-91.64027778,1,2020-06-06,Qp,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Os,Ceniza Volcánica Pomácea,Drenaje Excesivo,Arena-Franca o Arena Suelta,Gruesa,Ceniza Volcánica,-999,Alto,Andisoles,VI
21786,21786,14.95694444,-89.55416667,1,2020-06-06,Qa,Cuaternario reciente,Depresión del Motagua,Rocas Sedimentarias,Chj,Ceniza Volcánica,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
21787,21787,14.97294444,-89.52405556,1,2020-06-06,Qa,Cuaternario reciente,Depresión del Motagua,Rocas Sedimentarias,SV,-999,-999,-999,,-999,-999,-999,Inceptisoles,IV
21788,21788,14.91666667,-89.26888889,1,2020-06-06,Pzm,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ta,Brecha de Toba Volcánica o Pórfido Andesítico,Buen Drenaje,Franco-Limosa a Franco-Arcillosa,Media,Arcilla,Muy Fina,Alto,Inceptisoles,VII
21792,21792,14.75527778,-91.16305556,1,2020-06-06,Tv,La caldera posiblemente se formó a finales del terciario.,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Entisoles,VIII
21837,21837,14.73583333,-90.44111111,1,2020-06-06,I,"Cretácico superior, se considera del Terciario.",Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chn,"Granito, Gneis",Buen Drenaje,Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillo-Micácea,Moderadamente Fina,Alto,Inceptisoles,VI
21847,21847,14.93333333,-91.79972222,1,2020-06-07,Qp,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Zc,Ceniza Volcánica,Drenaje Excesivo,Franco-Arenosa,Media,Franco-Arenosa,Media,Alto,Entisoles,VIII
21850,21850,15.15097222,-91.93666667,1,2020-06-07,I,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
21858,21858,15.77361111,-91.79277778,1,2020-06-07,Ksd,"Creático(Neocomiano-Maestrichtiano,)",Tierras Altas Sedimentarias,Rocas Sedimentarias,Ne,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII
21859,21859,15.77166667,-91.78333333,1,2020-06-07,Ksd,"Creático(Neocomiano-Maestrichtiano,)",Tierras Altas Sedimentarias,Rocas Sedimentarias,Ne,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII
21867,21867,14.80611111,-90.17472222,1,2020-06-07,Qp,Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sl,Ceniza Volcánica Pomácea,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franco-Arenosa-Fina,Media,Regular,Entisoles,IV
21868,21868,14.84555556,-90.13083333,1,2020-06-07,Ksd,Cretácico superior y Terciario medio al superior.,Tierras Altas Cristalinas,Rocas Sedimentarias,Sub,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Arcilla,Muy Fina,Muy Alto,Entisoles,VII
21869,21869,14.82527778,-90.14805556,1,2020-06-07,Ksd,Cretácico superior y Terciario medio al superior.,Tierras Altas Cristalinas,Rocas Sedimentarias,Sub,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Arcilla,Muy Fina,Muy Alto,Entisoles,VI
21871,21871,14.8875,-90.03944444,1,2020-06-07,Qv,fines del Mioceno y principios del Plioceno,Depresión del Motagua,ROCAS IGNEAS Y METAMORFICAS,Ss,Esquisto Arcilloso Calcáreo,Buen Drenaje,Franco-Arcillo-Esquistosa o Gravosa,Moderadamente Fina,Franco-Arcillo-Esquistosa o Gravosa,Moderadamente Fina,Alto,Inceptisoles,VII
21877,21877,16.02166667,-91.63888889,1,2020-06-07,Ksd,Cretácico superior y Terciario Inferior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ja,Caliza,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,III
21878,21878,15.49361111,-91.705,1,2020-06-07,CPsr,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Chy,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Caliza Fracturada,-999,Alto,Entisoles,VII
21883,21883,15.41888889,-89.82361111,1,2020-06-08,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
21885,21885,14.66305556,-91.535,1,2020-06-09,Tv,Del Terciario Superior (Plioceno) al Cuaternario (pleistoceno).,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Sm,Flujo Lodoso Volcánico,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa,Media,Alto,Entisoles,VI
21901,21901,15.40888889,-91.14416667,1,2020-06-12,Qp,Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Cr,Ceniza Volcánica,Buen Drenaje,Franco-Limosa a Franca Arcillosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Bajo,Andisoles,VII
21906,21906,15.409775,-91.70768611,1,2020-06-14,Tv,Terciario Temprano al Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sa,Granito Suave y Gneis,Buen Drenaje,Franco-Arenosa,Media,Franco-Arenosa-Fina,Media,Alto,Entisoles,VII
21909,21909,15.47777778,-91.81861111,1,2020-06-17,Pc,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Chy,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Caliza Fracturada,-999,Alto,Entisoles,VII
21910,21910,14.82611111,-90.14472222,1,2020-06-17,Ksd,Cretácico superior y Terciario medio al superior.,Tierras Altas Cristalinas,Rocas Sedimentarias,Sub,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Arcilla,Muy Fina,Muy Alto,Entisoles,VI
21911,21911,15.38583333,-91.61805556,1,2020-06-18,I,Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Slq,-999,-999,-999,,-999,-999,-999,Entisoles,VII
21912,21912,14.68916667,-91.61944444,1,2020-06-18,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Chv,Ceniza Volcánica,Drenaje Excesivo,Arena Fina-Franca Suelta o Arena Muy Fina -Franca,Gruesa,Ceniza no Intemperizada,--,Alto,Andisoles,III
21917,21917,14.63638889,-90.43638889,1,2020-06-18,Qp,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Alfisoles,VI
21919,21919,14.63638889,-90.43777778,1,2020-06-18,Qp,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,VI
21920,21920,15.48527778,-91.78805556,1,2020-06-18,CPsr,Emergio en el Terciario y se ha seguido moldeando después de la deposición del Cretácico.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Chy,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Caliza Fracturada,-999,Alto,Entisoles,VII
21921,21921,14.6725,-91.55138889,1,2020-06-18,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Sx,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Alto,Andisoles,VI
21922,21922,14.65444444,-90.60722222,1,2020-06-18,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gtp,Ceniza Volcánica,-999,-999,,-999,-999,Muy Alto,Inceptisoles,III
21923,21923,14.85125278,-89.51796111,1,2020-06-19,Tv,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Jg,Roca Andesítica,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII
21924,21924,15.57694444,-89.90416667,1,2020-06-19,KTs,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Gp,Esquisto Arcilloso,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular,Inceptisoles,VII
21928,21928,15.28888889,-91.66388889,1,2020-06-19,Pzm,Terciario Temprano al Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Si,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Andisoles,VII
21932,21932,14.82805556,-90.14027778,1,2020-06-22,Ksd,Cretácico superior y Terciario medio al superior.,Tierras Altas Cristalinas,Rocas Sedimentarias,Sub,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Arcilla,Muy Fina,Muy Alto,Entisoles,VII
21933,21933,14.51611111,-90.46,1,2020-06-22,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Andisoles,VI
21935,21935,14.42611111,-90.6625,1,2020-06-24,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cq,Ceniza Volcánica Pomácea,Buen Drenaje,Franca a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa,Moderadamente Fina,Alto,Inceptisoles,III
21939,21939,14.62555556,-89.47416667,1,2020-06-24,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Entisoles,VII
21942,21942,14.81555556,-91.30777778,1,2020-06-24,Tv,Período Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VII
21944,21944,15.76666667,-90.99222222,1,2020-06-25,KTs,Cretácico Superior y Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tz,Esquisto Arcilloso,Buen Drenaje,Franco-Limosa o Arcilla-Limosa,Media,Franco-Arcillosa a Arcilla,Moderadamente Fina,Alto,Inceptisoles,IV
21947,21947,14.80277778,-90.28,1,2020-06-26,Pzm,Cretácico superior y Terciario medio al superior.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chr,Esquisto Arcilloso,Buen Drenaje,Franca a Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa y Esquistosa,Moderadamente Fina,Alto,Entisoles,VII
21953,21953,14.57722222,-89.45055556,1,2020-06-29,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mg,Lava Máfica o Brecha de Toba,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,VII
21954,21954,14.69638889,-90.52222222,1,2020-06-29,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,VII
21956,21956,15.79833333,-91.31555556,1,2020-07-01,JKts,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Qt,Caliza,Buen Drenaje,Franco-Arcillo-Turbosa,Media,Franco-Arcillosa,Moderadamente Fina,Alto,Inceptisoles,VI
21961,21961,14.55722222,-90.52638889,1,2020-07-05,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,VI
21963,21963,14.82027778,-91.20111111,1,2020-07-06,Tv,Período Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VI
21964,21964,14.67833333,-90.57388889,1,2020-07-06,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,VII
21965,21965,14.53555556,-89.91944444,1,2020-07-06,Tv,Cuaternario reciente,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Chj,Ceniza Volcánica,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
21968,21968,14.96111111,-89.54777778,1,2020-07-10,Qa,Cuaternario reciente,Depresión del Motagua,Rocas Sedimentarias,SA,-999,-999,-999,,-999,-999,-999,Entisoles,III
21971,21971,14.47472222,-90.59472222,1,2020-07-13,Qv,Plioceno al Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Andisoles,VII
21972,21972,14.41472222,-90.47861111,1,2020-07-14,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Andisoles,VII
21973,21973,14.43,-90.65805556,1,2020-07-14,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cq,Ceniza Volcánica Pomácea,Buen Drenaje,Franca a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa,Moderadamente Fina,Alto,Andisoles,II
21974,21974,14.42194444,-90.59416667,1,2020-07-14,Tv,Plioceno al Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Al,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa,Moderadamente Fina,-999,-999,Alto,Andisoles,VII
21976,21976,14.59166667,-90.57444444,1,2020-07-14,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,VI
21980,21980,14.80583333,-91.82555556,1,2020-07-14,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Chv,Ceniza Volcánica,Drenaje Excesivo,Arena Fina-Franca Suelta o Arena Muy Fina -Franca,Gruesa,Ceniza no Intemperizada,--,Alto,Andisoles,VIII
21981,21981,14.79055556,-91.91527778,1,2020-07-14,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Sx,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Alto,Andisoles,VII
21987,21987,14.78916667,-91.46888889,1,2020-07-16,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Al,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa,Moderadamente Fina,-999,-999,Alto,Andisoles,VIII
22003,22003,14.97527778,-89.28638889,1,2020-07-22,Pzm,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ta,Brecha de Toba Volcánica o Pórfido Andesítico,Buen Drenaje,Franco-Limosa a Franco-Arcillosa,Media,Arcilla,Muy Fina,Alto,Inceptisoles,VII
22027,22027,14.77305556,-91.20666667,1,2020-07-22,Qp,Finales del Terciario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
22030,22030,15.10805556,-90.95777778,1,2020-07-23,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chg,Esquisto,Drenaje Excesivo,Franco-Arenosa-Gravosa a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa Gravosa,Moderadamente Fina,Alto,Entisoles,VII
22032,22032,14.57277778,-90.47621389,1,2020-07-23,Tv,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,VII
22037,22037,14.68805556,-91.27277778,1,2020-07-27,Qv,La caldera posiblemente se formó a finales del terciario.,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tn,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillo-Arenosa o Franco-Arenosa,Moderadamente Fina,Alto,Andisoles,VI
22039,22039,14.73361111,-91.31138889,1,2020-07-28,Tv,Finales del Terciario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cme,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Muy Alto,Andisoles,VII
