,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use
100008,100008,15.4043214,-90.44355746,0,2011-01-18,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cb,Caliza,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,-999,Ultisoles,VII
100016,100016,15.40053602,-90.51128669,0,2012-04-15,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100030,100030,15.50581472,-90.51115623,0,2021-03-27,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cb,Caliza,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,-999,Ultisoles,VI
100035,100035,15.48181467,-90.27003146,0,2016-02-21,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cr,Ceniza Volcánica,Buen Drenaje,Franco-Limosa a Franca Arcillosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Bajo,Andisoles,IV
100055,100055,15.37452916,-90.29899997,0,2021-06-20,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cr,Ceniza Volcánica,Buen Drenaje,Franco-Limosa a Franca Arcillosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Bajo,Ultisoles,VII
100111,100111,15.38573863,-90.19289243,0,2018-10-05,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VII
100140,100140,15.44582458,-90.19693515,0,2014-07-29,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100210,100210,15.37812037,-90.17782944,0,2015-04-16,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VII
100234,100234,15.53069418,-90.29992979,0,2020-07-29,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cb,Caliza,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,-999,Ultisoles,VI
100282,100282,15.5125327,-90.25186583,0,2014-11-17,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100306,100306,15.43651938,-90.12432083,0,2017-10-08,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VII
100330,100330,15.47813892,-90.09354627,0,2012-02-11,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100345,100345,15.38400536,-90.11325104,0,2019-02-16,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VII
100363,100363,15.36029814,-90.00350672,0,2019-01-13,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100368,100368,15.64064527,-90.15118454,0,2014-06-15,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100403,100403,15.58050007,-90.27976337,0,2021-12-18,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cb,Caliza,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,-999,Ultisoles,VII
100459,100459,15.52228757,-90.34505331,0,2013-06-19,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100481,100481,15.88472021,-91.35739467,0,2010-09-16,Ksd,Cretácico superior y Terciario Inferior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VII
100515,100515,15.72598576,-91.32381862,0,2012-08-26,CPsr,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Qt,Caliza,Buen Drenaje,Franco-Arcillo-Turbosa,Media,Franco-Arcillosa,Moderadamente Fina,Alto,Mollisoles,VIII
100522,100522,15.72955893,-91.01934815,0,2021-10-14,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Am,Caliza,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcillosa,Muy Fina,Alto,Ultisoles,VIII
100528,100528,15.81706749,-91.36291867,0,2019-05-28,JKts,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Qt,Caliza,Buen Drenaje,Franco-Arcillo-Turbosa,Media,Franco-Arcillosa,Moderadamente Fina,Alto,Inceptisoles,VII
100539,100539,15.99047388,-91.30834871,0,2014-11-29,Ksd,Cretácico superior y Terciario Inferior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Qt,Caliza,Buen Drenaje,Franco-Arcillo-Turbosa,Media,Franco-Arcillosa,Moderadamente Fina,Alto,Inceptisoles,VI
100546,100546,15.68753464,-91.06587443,0,2020-12-10,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Am,Caliza,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcillosa,Muy Fina,Alto,Ultisoles,VII
100554,100554,15.85756008,-91.36452784,0,2019-07-28,Ksd,Cretácico superior y Terciario Inferior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VII
100609,100609,15.70694433,-91.25687542,0,2021-02-13,Pzm,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VIII
100630,100630,15.70759188,-91.05233394,0,2012-06-09,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Am,Caliza,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcillosa,Muy Fina,Alto,Ultisoles,VII
100643,100643,15.8810877,-91.36803792,0,2011-04-30,Ksd,Cretácico superior y Terciario Inferior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VII
100653,100653,15.79312405,-91.4324072,0,2012-09-12,CPsr,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Qt,Caliza,Buen Drenaje,Franco-Arcillo-Turbosa,Media,Franco-Arcillosa,Moderadamente Fina,Alto,Inceptisoles,VIII
100862,100862,15.03788101,-89.7769921,0,2017-05-10,Pzm,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Mj,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Arcilla-Micácea,Media,Alto,Inceptisoles,VII
100863,100863,14.45113745,-89.41046369,0,2017-05-19,Tv,Terciario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Chu,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,"Franco, Arcilloso a Arcilla",Moderadamente Fina,Alto,Andisoles,VIII
100867,100867,14.69299081,-89.77458687,0,2010-09-30,Pzm,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Tl,Esquisto,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillo-Gravosa,Moderadamente Fina,Alto,Inceptisoles,VII
100869,100869,14.67829284,-89.78314373,0,2010-12-04,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pi,Toba Volcánica o brecha de Toba de color claro,Buen Drenaje,Franco-Limosa,Media,Arcillo-Arenosa-Gravosa o Arcilla a Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Inceptisoles,VII
100870,100870,15.13649294,-89.81253715,0,2012-10-10,Pzm,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Mj,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Arcilla-Micácea,Media,Alto,Inceptisoles,VIII
100886,100886,14.89191225,-89.37619066,0,2016-03-29,Pzm,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ta,Brecha de Toba Volcánica o Pórfido Andesítico,Buen Drenaje,Franco-Limosa a Franco-Arcillosa,Media,Arcilla,Muy Fina,Alto,Inceptisoles,VII
100887,100887,14.52849416,-89.36593215,0,2016-03-27,Tv,Terciario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Chu,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,"Franco, Arcilloso a Arcilla",Moderadamente Fina,Alto,Andisoles,VII
100903,100903,14.47824009,-89.35238154,0,2020-10-02,Tv,Terciario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Chu,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,"Franco, Arcilloso a Arcilla",Moderadamente Fina,Alto,Andisoles,VIII
100909,100909,14.45949443,-89.38831734,0,2011-09-15,Tv,Terciario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Chu,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,"Franco, Arcilloso a Arcilla",Moderadamente Fina,Alto,Andisoles,VIII
100931,100931,14.75388955,-89.67060867,0,2012-09-26,I,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ab,"Granito, Gneis y Esquisto",Buen Drenaje,Franco-Arcillo-Arenosa Fina a Franco-Limosa,Moderadamente Fina,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Alto,Entisoles,VII
100944,100944,14.7975442,-89.670449,0,2018-04-23,Pzm,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ab,"Granito, Gneis y Esquisto",Buen Drenaje,Franco-Arcillo-Arenosa Fina a Franco-Limosa,Moderadamente Fina,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Alto,Inceptisoles,VII
100946,100946,14.44789374,-89.43098738,0,2013-07-28,KTsb,Terciario,Tierras Altas Volcánicas,Rocas Sedimentarias,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Entisoles,VII
100953,100953,14.45768235,-89.3989718,0,2021-04-27,Tv,Terciario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Chu,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,"Franco, Arcilloso a Arcilla",Moderadamente Fina,Alto,Andisoles,VIII
100989,100989,15.08526628,-89.72036409,0,2020-02-28,Pzm,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chg,Esquisto,Drenaje Excesivo,Franco-Arenosa-Gravosa a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa Gravosa,Moderadamente Fina,Alto,Entisoles,VII
100994,100994,15.04795009,-89.77980328,0,2011-08-17,Pzm,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Mj,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Arcilla-Micácea,Media,Alto,Inceptisoles,VII
100998,100998,15.15027614,-89.72867448,0,2014-07-04,Pzm,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ci,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa,Moderadamente Fina,Regular,Inceptisoles,VIII
101037,101037,14.59082516,-89.4226886,0,2010-05-25,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Entisoles,VI
101056,101056,14.68356035,-89.37805559,0,2016-01-20,Tv,Cretácico superior al Terciario inferior.,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Entisoles,VII
101086,101086,15.92400415,-91.31912515,0,2015-02-18,Ksd,Cretácico superior y Terciario Inferior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Qt,Caliza,Buen Drenaje,Franco-Arcillo-Turbosa,Media,Franco-Arcillosa,Moderadamente Fina,Alto,Inceptisoles,VIII
101148,101148,15.58126512,-91.27100465,0,2015-12-26,CPsr,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VII
101161,101161,15.73697189,-91.46884444,0,2020-11-17,JKts,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ic,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII
101172,101172,15.7141099,-91.21479696,0,2013-08-17,Pzm,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Qt,Caliza,Buen Drenaje,Franco-Arcillo-Turbosa,Media,Franco-Arcillosa,Moderadamente Fina,Alto,Inceptisoles,VIII
101211,101211,15.81502226,-91.59971206,0,2013-01-17,Ksd,Más joven que el Créatico inferior ya que es la edad de las rocas sedimentarias calcáreas de la Formación de Ixcoy.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ja,Caliza,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VIII
101229,101229,15.82458727,-91.35735543,0,2021-12-23,Ksd,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Qt,Caliza,Buen Drenaje,Franco-Arcillo-Turbosa,Media,Franco-Arcillosa,Moderadamente Fina,Alto,Inceptisoles,VII
101248,101248,15.78603509,-91.58301064,0,2021-05-27,Ksd,Más joven que el Créatico inferior ya que es la edad de las rocas sedimentarias calcáreas de la Formación de Ixcoy.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ja,Caliza,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla,Muy Fina,Alto,Mollisoles,VIII
101264,101264,15.47355092,-91.33915599,0,2010-03-22,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VII
101280,101280,15.41685384,-91.77030143,0,2016-11-07,Qp,Terciario Temprano al Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Slq,-999,-999,-999,,-999,-999,-999,Entisoles,VII
101281,101281,15.40856226,-90.08684941,0,2010-05-12,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VII
101292,101292,15.41804657,-90.11862654,0,2016-11-14,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VII
101299,101299,15.49967536,-90.33944525,0,2014-10-08,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VI
101304,101304,15.41101866,-91.75949363,0,2019-03-17,Tv,Terciario Temprano al Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Slq,-999,-999,-999,,-999,-999,-999,Entisoles,VII
101305,101305,15.40398752,-90.16042532,0,2019-03-26,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VII
101317,101317,15.46801958,-91.86746174,0,2016-02-02,Pc,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VII
101331,101331,15.47652177,-91.69854046,0,2016-07-27,CPsr,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Chy,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Caliza Fracturada,-999,Alto,Entisoles,VII
101339,101339,15.5504544,-91.56701284,0,2017-04-23,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VII
101354,101354,15.43964905,-90.09079115,0,2017-08-30,Pc,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
101356,101356,15.44939189,-90.44568111,0,2016-10-12,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
101383,101383,15.60919035,-91.77320445,0,2011-04-19,JKts,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Chy,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Caliza Fracturada,-999,Alto,Entisoles,VII
101386,101386,15.52587753,-90.33314332,0,2019-02-11,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
101387,101387,15.52486593,-91.7688939,0,2013-09-06,Pc,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Chy,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Caliza Fracturada,-999,Alto,Entisoles,VII
101396,101396,15.56380317,-90.16587137,0,2015-02-06,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cb,Caliza,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,-999,Ultisoles,IV
101413,101413,15.19019211,-91.65595271,0,2016-05-02,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VI
101421,101421,15.18143576,-91.4458724,0,2015-08-19,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Si,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Andisoles,VI
101434,101434,15.28649393,-91.8271944,0,2018-01-06,I,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cme,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Muy Alto,Andisoles,III
101436,101436,15.28071555,-91.22818536,0,2010-12-17,Qp,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sa,Granito Suave y Gneis,Buen Drenaje,Franco-Arenosa,Media,Franco-Arenosa-Fina,Media,Alto,Entisoles,VII
101437,101437,15.27637378,-90.25401125,0,2014-01-03,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VIII
101438,101438,15.28444807,-91.40550732,0,2019-10-11,I,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sae,Granito Suave y Gneis,Buen Drenaje,-999,,Franco-Arenosa-Fina,Media,-999,Entisoles,VI
101439,101439,15.28759684,-91.83230282,0,2011-02-23,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cme,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Muy Alto,Andisoles,VII
101444,101444,15.29940436,-92.10752784,0,2013-09-02,Tv,Terciario Temprano al Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sa,Granito Suave y Gneis,Buen Drenaje,Franco-Arenosa,Media,Franco-Arenosa-Fina,Media,Alto,Entisoles,VII
101449,101449,15.24871817,-91.01252171,0,2016-11-08,I,Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sa,Granito Suave y Gneis,Buen Drenaje,Franco-Arenosa,Media,Franco-Arenosa-Fina,Media,Alto,Entisoles,IV
101450,101450,15.25165521,-91.94330443,0,2020-01-17,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
101452,101452,15.30362069,-92.17011782,0,2013-12-21,I,Terciario Temprano al Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sa,Granito Suave y Gneis,Buen Drenaje,Franco-Arenosa,Media,Franco-Arenosa-Fina,Media,Alto,Entisoles,VII
101459,101459,15.22804942,-92.02327205,0,2021-11-29,I,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VII
101464,101464,15.23879667,-91.72992197,0,2011-11-05,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Sl,Ceniza Volcánica Pomácea,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franco-Arenosa-Fina,Media,Regular,Andisoles,VII
101470,101470,15.24876837,-91.97354596,0,2015-02-11,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
101472,101472,15.25346323,-92.05457159,0,2019-03-16,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VII
101475,101475,15.25009721,-91.30226751,0,2010-05-22,I,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
101479,101479,15.25202441,-90.72257028,0,2013-11-22,Pi,"Finales Creático, principios del Terciario, fines del Plioceno y el Cuaternario",Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ci,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa,Moderadamente Fina,Regular,Inceptisoles,VII
101480,101480,15.25896272,-91.66898086,0,2014-01-19,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
101495,101495,15.34470673,-91.11053544,0,2010-06-23,CPsr,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ce,Esquisto Arcilloso,Buen Drenaje,Franco-Arcillo-Limosa,Moderadamente Fina,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,Alto,Alfisoles,VII
101498,101498,15.36081137,-91.49650298,0,2019-12-05,CPsr,Cuaternario,Tierras Altas Cristalinas,Rocas Sedimentarias,Slq,-999,-999,-999,,-999,-999,-999,Entisoles,VI
101518,101518,15.33254134,-90.06716639,0,2018-12-22,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
101554,101554,15.35108572,-90.28995388,0,2011-08-15,Ksd,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cr,Ceniza Volcánica,Buen Drenaje,Franco-Limosa a Franca Arcillosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Bajo,Andisoles,VII
