,slope_1,slope_6,slope_11,slope_16,slope_21,slope_2,slope_7,slope_12,slope_17,slope_22,slope_3,slope_8,slope_13,slope_18,slope_23,slope_4,slope_9,slope_14,slope_19,slope_24,slope_5,slope_10,slope_15,slope_20,slope_25,aspect_1,aspect_6,aspect_11,aspect_16,aspect_21,aspect_2,aspect_7,aspect_12,aspect_17,aspect_22,aspect_3,aspect_8,aspect_13,aspect_18,aspect_23,aspect_4,aspect_9,aspect_14,aspect_19,aspect_24,aspect_5,aspect_10,aspect_15,aspect_20,aspect_25,curvature_1,curvature_6,curvature_11,curvature_16,curvature_21,curvature_2,curvature_7,curvature_12,curvature_17,curvature_22,curvature_3,curvature_8,curvature_13,curvature_18,curvature_23,curvature_4,curvature_9,curvature_14,curvature_19,curvature_24,curvature_5,curvature_10,curvature_15,curvature_20,curvature_25
26694,17.67767,21.505814,20.0,23.717083,28.504387,14.57738,19.039433,20.0,22.638464,27.613403,5.0,5.0,0.0,0.0,0.0,11.8585415,14.252193,15.0,16.298006,18.79162,11.319232,13.806702,15.0,16.67708,19.121323,225.0,215.53767,180.0,198.43495,195.25511,210.96376,203.1986,180.0,186.3402,185.19443,270.0,270.0,270.0,270.0,270.0,198.43495,195.25511,180.0,175.60129,176.18593,186.3402,185.19443,180.0,167.00539,168.69006,-10.0,70.0,40.0,20.0,80.0,-30.0,-30.0,-40.0,-40.0,-60.0,-10.0,10.0,-0.0,-0.0,-0.0,10.0,40.0,30.0,30.0,40.0,-20.0,-30.0,-30.0,-20.0,-50.0
26695,50.0,50.0,0.0,55.0,55.0,52.55949,54.886246,30.0,61.36469,65.78849,48.08846,50.621143,30.0,55.255093,60.13007,40.0,40.0,0.0,40.0,40.0,37.45831,44.33537,35.0,53.15073,61.03278,90.0,90.0,270.0,90.0,90.0,64.653824,59.931416,0.0,56.633633,51.170174,62.10273,57.094757,0.0,52.35238,46.684685,90.0,90.0,270.0,90.0,90.0,64.29005,49.57392,0.0,41.185925,34.99202,100.0,-100.0,-0.0,110.0,-110.0,60.0,-160.0,-60.0,50.0,-200.0,120.0,-20.0,60.0,140.0,10.0,80.0,-80.0,-0.0,80.0,-80.0,60.0,-150.0,-70.0,10.0,-190.0
26709,7.28869,9.519716,10.0,12.869538,15.103807,6.3737745,8.838835,10.0,14.252193,16.298006,0.0,0.0,0.0,10.0,10.0,12.747549,17.67767,20.0,20.691181,18.45603,14.57738,19.039433,20.0,19.764236,17.410486,210.96376,203.1986,180.0,150.94539,155.55605,191.30994,188.1301,180.0,142.12502,147.52881,270.0,270.0,270.0,90.0,90.0,168.69006,171.8699,180.0,154.98311,151.69925,149.03624,156.8014,180.0,161.56505,158.9625,-0.0,30.0,20.0,30.0,20.0,-10.0,-20.0,-20.0,-0.0,-50.0,-0.0,-0.0,-0.0,20.0,-20.0,20.0,40.0,40.0,60.0,10.0,-0.0,-60.0,-40.0,-30.0,-40.0
26710,10.0,10.0,0.0,15.0,15.0,66.70832,57.008774,50.0,52.201534,52.201534,69.641945,60.41523,50.0,52.201534,52.201534,30.0,30.0,0.0,15.0,15.0,90.91548,93.29054,90.0,89.23284,84.33564,90.0,90.0,270.0,90.0,90.0,12.9946165,15.255118,0.0,16.699244,16.699244,21.037512,24.443954,0.0,16.699244,16.699244,90.0,90.0,270.0,90.0,90.0,18.434948,17.949404,0.0,11.309933,11.976132,20.0,-20.0,-0.0,30.0,-30.0,-120.0,-120.0,-100.0,-70.0,-130.0,200.0,40.0,100.0,130.0,70.0,60.0,-60.0,-0.0,30.0,-30.0,-110.0,-240.0,-180.0,-150.0,-190.0
26711,18.45603,17.410486,5.0,29.421507,30.052038,20.691181,19.764236,5.0,26.983791,27.66993,20.0,20.0,0.0,25.0,25.0,24.748737,28.504387,25.0,35.399506,33.77314,21.505814,25.739077,25.0,37.291084,35.750874,241.69925,248.9625,180.0,257.73523,253.0725,244.98311,251.56505,180.0,256.6075,251.56505,270.0,270.0,270.0,270.0,270.0,225.0,217.87498,180.0,227.86241,231.009,215.53767,209.05461,180.0,230.44034,233.53076,-10.0,40.0,10.0,-50.0,80.0,-60.0,30.0,-10.0,-60.0,30.0,-40.0,40.0,-0.0,-50.0,50.0,-10.0,90.0,50.0,-0.0,90.0,-50.0,-30.0,-50.0,-110.0,20.0
26722,11.319232,11.8585415,5.0,25.495098,25.495098,13.806702,14.252193,5.0,25.495098,25.495098,15.0,15.0,0.0,25.0,25.0,17.410486,18.45603,10.0,25.310572,24.558603,19.764236,20.691181,10.0,22.98097,22.150057,96.340195,108.43495,180.0,101.30993,101.30993,95.19443,105.25512,180.0,101.30993,101.30993,90.0,90.0,270.0,90.0,90.0,111.03751,118.30076,180.0,110.22486,104.74356,108.43495,115.01689,180.0,112.380135,106.38954,20.0,-10.0,10.0,60.0,-40.0,30.0,-40.0,-10.0,40.0,-60.0,30.0,-30.0,-0.0,50.0,-50.0,40.0,-10.0,20.0,70.0,-40.0,30.0,-60.0,-20.0,20.0,-50.0
26728,53.03301,56.67892,45.0,73.25043,71.78527,56.67892,60.104076,45.0,71.26096,69.754036,45.0,45.0,0.0,55.0,55.0,67.17515,70.79901,55.0,76.01398,74.26726,70.79901,74.246216,55.0,74.26726,72.47845,135.0,138.57634,180.0,126.67435,125.07375,131.42366,135.0,180.0,127.874985,126.25384,90.0,90.0,270.0,90.0,90.0,135.0,137.86241,180.0,135.0,133.63608,132.13759,135.0,180.0,136.36392,135.0,140.0,20.0,90.0,210.0,-40.0,20.0,-180.0,-90.0,20.0,-190.0,90.0,-90.0,-0.0,110.0,-110.0,180.0,20.0,110.0,220.0,-10.0,20.0,-220.0,-110.0,-10.0,-200.0
26736,36.91206,32.596012,25.0,37.790543,34.14125,34.820972,30.207615,25.0,31.868872,27.443123,10.0,10.0,0.0,20.0,20.0,35.35534,25.495098,20.0,22.98097,18.45603,35.35534,25.495098,20.0,18.45603,12.374369,331.69925,327.5288,0.0,304.2157,293.74948,338.9625,335.55603,0.0,311.82016,300.06857,270.0,270.0,270.0,270.0,270.0,351.8699,348.69006,0.0,315.0,298.30075,8.130102,11.309933,0.0,331.69925,315.0,-110.0,-10.0,-50.0,-120.0,50.0,50.0,70.0,50.0,10.0,60.0,-20.0,20.0,-0.0,-40.0,40.0,-100.0,-20.0,-40.0,-80.0,30.0,100.0,20.0,40.0,30.0,20.0
26738,81.105644,90.77789,74.26726,86.6927,63.884663,66.261795,77.801834,65.0,79.628044,70.90927,45.0,45.0,0.0,60.0,60.0,46.09772,61.03278,60.0,84.87122,86.6927,33.54102,52.201534,60.0,83.16024,85.01838,241.46002,231.70984,186.76617,208.41266,210.57922,234.21103,223.69804,180.0,222.4552,229.28915,270.0,270.0,270.0,270.0,270.0,229.39871,214.99202,180.0,223.8065,222.66269,206.56505,196.69925,180.0,222.56335,221.42366,-100.0,290.0,130.0,-10.0,150.0,-150.0,-40.0,-130.0,-250.0,40.0,-90.0,90.0,-0.0,-120.0,120.0,-50.0,210.0,120.0,-0.0,250.0,-50.0,-110.0,-120.0,-230.0,-20.0
26742,11.18034,5.0,32.596012,32.596012,5.0,11.18034,5.0,27.613403,27.613403,5.0,10.0,0.0,25.0,25.0,0.0,9.519716,5.0,25.495098,25.495098,5.0,7.28869,5.0,25.495098,25.495098,5.0,116.56505,180.0,94.398705,85.601295,0.0,116.56505,180.0,95.19443,84.80557,0.0,90.0,270.0,90.0,90.0,270.0,66.80141,0.0,78.69007,78.69007,0.0,59.036243,0.0,78.69007,78.69007,0.0,-10.0,10.0,80.0,-80.0,-10.0,-30.0,-10.0,40.0,-40.0,10.0,-20.0,-0.0,50.0,-50.0,-0.0,-30.0,-10.0,40.0,-60.0,-10.0,-0.0,10.0,60.0,-40.0,10.0
26743,106.12493,95.72095,51.387012,54.5722,64.2748,96.5013,84.92644,55.0,64.34769,71.26096,50.0,50.0,0.0,30.0,30.0,57.906174,56.26389,5.0,31.868872,32.45189,70.11152,68.76136,5.0,34.323826,34.865814,316.90915,310.7636,355.8151,339.90475,346.50427,323.42697,317.38596,0.0,335.9245,338.38522,270.0,270.0,270.0,270.0,270.0,256.26373,268.72696,0.0,281.30994,285.64224,258.69006,268.95837,0.0,280.4915,284.53445,-330.0,50.0,-110.0,-170.0,-110.0,70.0,210.0,110.0,50.0,200.0,-100.0,100.0,-0.0,-60.0,60.0,-60.0,90.0,-10.0,-70.0,40.0,-190.0,160.0,10.0,-60.0,90.0
26745,10.752907,17.410486,20.0,25.739077,30.207615,8.838835,16.298006,20.0,23.717083,28.504387,5.0,5.0,0.0,5.0,5.0,14.142136,22.36068,25.0,24.558603,22.150057,22.36068,28.284271,25.0,25.310572,22.98097,215.53767,201.0375,180.0,209.05461,204.44395,171.8699,175.60129,180.0,198.43495,195.25511,90.0,90.0,270.0,270.0,270.0,135.0,153.43495,180.0,194.74356,196.38954,116.56505,135.0,180.0,200.22485,202.38014,-10.0,60.0,40.0,10.0,90.0,-0.0,-50.0,-40.0,-50.0,-50.0,10.0,-10.0,-0.0,-10.0,10.0,20.0,40.0,50.0,40.0,50.0,40.0,-100.0,-50.0,-70.0,-20.0
26747,54.112152,55.0,58.843014,63.737743,65.0,49.529034,52.55949,60.104076,64.90378,65.0,11.18034,7.9056945,15.811389,22.36068,7.071068,21.213203,22.36068,15.811389,19.039433,14.57738,28.284271,22.36068,20.0,21.505814,17.67767,353.3675,0.0,347.73523,348.69006,0.0,349.8245,357.27368,343.07248,344.35776,0.0,243.43495,251.56505,251.56505,243.43495,225.0,315.0,333.43494,341.56506,293.19858,300.96375,315.0,333.43494,0.0,324.4623,315.0,-100.0,-110.0,-130.0,-110.0,-130.0,150.0,110.0,70.0,170.0,130.0,-40.0,20.0,-40.0,80.0,-0.0,-60.0,-20.0,-40.0,-120.0,20.0,60.0,60.0,40.0,20.0,40.0
26751,15.811389,15.811389,5.0,5.303301,3.9528472,15.811389,15.811389,5.0,3.9528472,1.767767,15.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,3.535534,7.9056945,14.57738,12.747549,0.0,7.9056945,10.606602,108.43495,108.43495,180.0,135.0,108.43495,108.43495,108.43495,180.0,161.56505,135.0,90.0,90.0,270.0,270.0,270.0,90.0,90.0,270.0,135.0,161.56505,120.96375,101.30993,270.0,108.43495,135.0,40.0,-20.0,10.0,20.0,-10.0,20.0,-40.0,-10.0,-10.0,-0.0,30.0,-30.0,-0.0,-0.0,-0.0,30.0,-30.0,-0.0,-0.0,20.0,50.0,-30.0,-0.0,20.0,-40.0
26752,40.81207,39.72562,15.0,29.633175,28.559149,43.04794,42.01934,15.0,31.868872,30.872723,40.0,40.0,0.0,30.0,30.0,39.72562,37.291084,5.0,26.279745,26.983791,33.024612,30.052038,5.0,18.79162,19.764236,242.65013,245.85446,180.0,242.35402,246.8014,244.179,247.24902,180.0,244.44003,248.62938,270.0,270.0,270.0,270.0,270.0,294.14554,283.57043,0.0,272.72632,256.6075,299.4759,286.92752,0.0,273.8141,251.56505,-30.0,100.0,30.0,-20.0,70.0,-120.0,50.0,-30.0,-90.0,40.0,-80.0,80.0,-0.0,-60.0,60.0,-120.0,70.0,-10.0,-70.0,80.0,-10.0,60.0,10.0,-20.0,10.0
26754,33.024612,30.872723,25.0,39.250797,37.790543,34.323826,32.25872,25.0,41.268936,39.88264,20.0,20.0,0.0,35.0,35.0,36.05551,36.05551,30.0,46.09772,54.08327,36.05551,36.05551,30.0,40.31129,49.24429,209.47589,211.75948,180.0,232.76517,235.7843,213.11134,215.53767,180.0,234.86581,237.80426,270.0,270.0,270.0,270.0,270.0,213.69006,213.69006,180.0,220.60129,213.69006,213.69006,213.69006,180.0,209.74489,203.9625,30.0,80.0,50.0,-10.0,100.0,-100.0,-10.0,-50.0,-120.0,30.0,-40.0,40.0,-0.0,-70.0,70.0,20.0,100.0,60.0,-10.0,170.0,-100.0,-20.0,-60.0,-90.0,-70.0
26756,39.05125,39.05125,25.0,30.259296,28.33946,39.05125,39.05125,25.0,28.77716,26.75117,30.0,30.0,0.0,15.0,15.0,35.531677,32.596012,15.0,21.213203,21.213203,31.819805,28.504387,15.0,21.213203,21.213203,129.80557,129.80557,180.0,141.70984,138.57634,129.80557,129.80557,180.0,145.61966,142.59465,90.0,90.0,270.0,90.0,90.0,129.28941,122.47119,180.0,135.0,135.0,135.0,127.874985,180.0,135.0,135.0,110.0,-10.0,50.0,90.0,-0.0,10.0,-110.0,-50.0,-20.0,-70.0,60.0,-60.0,-0.0,30.0,-30.0,110.0,-30.0,30.0,60.0,-0.0,-10.0,-70.0,-30.0,-0.0,-60.0
26763,138.06702,133.08832,130.0,121.65525,119.26861,137.70439,132.7121,130.0,120.0,80.700066,5.0,5.0,0.0,10.0,10.0,143.8858,121.41098,110.0,110.45361,110.45361,146.59682,124.6119,110.0,110.45361,110.45361,174.80557,174.61069,180.0,170.53767,146.97614,176.87787,176.7603,180.0,180.0,163.81079,90.0,90.0,270.0,270.0,270.0,182.48955,182.95078,180.0,185.19443,185.19443,191.30994,193.33925,180.0,185.19443,185.19443,310.0,230.0,260.0,320.0,300.0,-270.0,-270.0,-260.0,-280.0,-160.0,10.0,-10.0,-0.0,-20.0,20.0,320.0,210.0,220.0,200.0,240.0,-390.0,-140.0,-220.0,-240.0,-200.0
26768,77.801834,72.56463,45.0,63.63961,63.63961,83.16024,78.28234,45.0,63.63961,63.63961,65.0,65.0,0.0,45.0,45.0,81.394104,88.45903,70.0,83.21658,83.21658,74.330345,82.006096,70.0,83.21658,83.21658,43.698048,47.7927,0.0,45.0,45.0,47.43665,51.483074,0.0,45.0,45.0,90.0,90.0,270.0,90.0,90.0,47.48955,42.70939,0.0,32.735226,32.735226,42.27369,37.568592,0.0,32.735226,32.735226,-20.0,-190.0,-90.0,-0.0,-180.0,250.0,-40.0,90.0,180.0,-0.0,130.0,-130.0,-0.0,90.0,-90.0,30.0,-270.0,-140.0,-50.0,-230.0,190.0,50.0,140.0,230.0,50.0
26769,83.75933,85.75037,70.0,92.61817,107.89173,85.31193,87.26755,70.0,102.91077,116.84659,55.0,55.0,0.0,75.0,75.0,81.62414,91.99185,75.0,102.53049,99.05807,93.60823,102.774025,75.0,99.05807,95.45942,142.27501,143.29715,180.0,148.24052,153.13808,140.94687,141.98106,180.0,139.92711,145.45992,90.0,90.0,270.0,90.0,90.0,130.03026,137.20259,180.0,135.0,132.95459,124.11447,131.05481,180.0,137.04541,135.0,230.0,40.0,140.0,220.0,130.0,-20.0,-250.0,-140.0,10.0,-360.0,110.0,-110.0,-0.0,150.0,-150.0,200.0,40.0,150.0,300.0,-20.0,80.0,-320.0,-150.0,-20.0,-260.0
26773,10.0,10.0,0.0,10.0,10.0,44.194176,51.629692,55.0,57.98707,62.94839,43.767853,51.265244,55.0,57.55432,62.54998,5.0,5.0,0.0,0.0,0.0,11.319232,17.765839,20.0,22.638464,27.613403,270.0,270.0,270.0,270.0,270.0,188.1301,186.95296,180.0,187.43141,186.84277,178.36342,178.60281,180.0,182.48955,182.2906,90.0,90.0,270.0,270.0,270.0,96.340195,140.71059,180.0,173.6598,174.80557,-20.0,20.0,-0.0,-20.0,20.0,60.0,130.0,110.0,90.0,150.0,-70.0,-120.0,-110.0,-110.0,-130.0,10.0,-10.0,-0.0,-0.0,-0.0,-0.0,30.0,40.0,40.0,60.0
26779,9.519716,7.28869,5.0,11.18034,11.18034,8.838835,6.3737745,5.0,11.18034,11.18034,0.0,0.0,0.0,10.0,10.0,8.838835,6.3737745,5.0,9.519716,8.838835,9.519716,7.28869,5.0,7.28869,6.3737745,156.8014,149.03624,180.0,116.56505,116.56505,171.8699,168.69006,180.0,116.56505,116.56505,270.0,270.0,270.0,90.0,90.0,188.1301,191.30994,180.0,113.19859,98.130104,203.1986,210.96376,180.0,120.96375,101.30993,30.0,-0.0,10.0,30.0,-10.0,-20.0,-10.0,-10.0,10.0,-30.0,-0.0,-0.0,-0.0,20.0,-20.0,20.0,10.0,10.0,30.0,-20.0,-30.0,-0.0,-10.0,-0.0,-10.0
26782,77.075455,89.46019,95.0,99.812325,95.19717,79.86317,91.87288,95.0,98.04336,93.340775,30.0,30.0,0.0,30.0,30.0,82.23442,77.54031,70.0,74.519295,72.219284,80.700066,75.91113,70.0,73.590935,71.26096,351.6071,352.7757,0.0,337.9321,336.80142,342.69946,345.01837,0.0,340.641,339.62357,270.0,270.0,270.0,270.0,270.0,340.46335,339.22775,0.0,337.3062,336.541,343.8108,342.75854,0.0,339.10223,338.38522,-150.0,-180.0,-190.0,-270.0,-90.0,80.0,250.0,190.0,130.0,230.0,-60.0,60.0,-0.0,-60.0,60.0,-220.0,-80.0,-140.0,-200.0,-70.0,120.0,180.0,140.0,90.0,180.0
26783,99.24717,85.146935,45.0,36.44345,17.765839,87.46428,71.063354,45.0,34.865814,14.252193,35.0,35.0,0.0,20.0,20.0,48.25065,38.93103,20.0,29.633175,26.279745,42.01934,30.872723,20.0,41.11721,38.770157,139.08562,130.23636,180.0,157.83365,129.28941,149.03624,140.71059,180.0,194.53445,217.87498,90.0,90.0,270.0,270.0,270.0,143.42697,132.39743,180.0,242.35402,267.27368,157.24902,148.24052,180.0,250.46335,268.1524,320.0,-60.0,90.0,140.0,-50.0,-100.0,-160.0,-90.0,-130.0,40.0,70.0,-70.0,-0.0,-40.0,40.0,160.0,-30.0,40.0,-0.0,30.0,-70.0,-60.0,-40.0,-130.0,100.0
26788,162.98006,162.51923,10.0,88.9698,88.758804,148.02872,147.5212,10.0,96.45271,96.25812,140.0,140.0,0.0,100.0,100.0,149.00713,151.04842,35.0,101.19598,99.1369,166.4801,168.30962,35.0,94.09105,91.87288,274.3987,269.1186,180.0,265.97174,270.80692,274.844,269.029,180.0,266.2847,270.74405,270.0,270.0,270.0,270.0,270.0,273.36646,280.00797,0.0,287.98734,283.86102,273.0128,278.97263,0.0,289.39783,284.98163,-380.0,360.0,20.0,-150.0,160.0,-240.0,260.0,-20.0,-220.0,210.0,-280.0,280.0,-0.0,-200.0,200.0,-280.0,210.0,-70.0,-270.0,160.0,-350.0,420.0,70.0,-100.0,210.0
26798,7.28869,6.3737745,0.0,20.615528,25.0,5.0,5.0,0.0,15.0,15.0,49.14901,46.670387,45.0,44.194176,33.77314,49.529034,47.070427,45.0,51.387012,42.75658,10.0,10.0,0.0,40.0,40.0,120.96375,101.30993,270.0,75.96375,53.130104,90.0,90.0,270.0,90.0,90.0,7.3057594,7.6960516,0.0,28.739796,38.990993,10.17551,10.713123,0.0,41.054813,52.125015,90.0,90.0,270.0,90.0,90.0,-0.0,-10.0,-0.0,30.0,10.0,10.0,-10.0,-0.0,30.0,-30.0,-90.0,-100.0,-90.0,-60.0,-70.0,120.0,70.0,90.0,170.0,-40.0,20.0,-20.0,-0.0,80.0,-80.0
26816,20.0,71.151245,72.8869,30.0,59.817432,20.0,66.42665,68.2825,30.0,66.638016,0.0,60.0,60.0,0.0,65.0,30.0,66.54416,67.75415,35.0,72.47845,30.0,64.34769,65.59821,35.0,66.261795,0.0,71.56505,67.83366,0.0,63.97041,0.0,70.201126,66.2505,0.0,66.80141,270.0,90.0,90.0,270.0,90.0,0.0,61.99082,60.12401,0.0,57.68038,0.0,60.945396,59.036243,0.0,54.211025,-40.0,100.0,-200.0,-60.0,40.0,40.0,160.0,-60.0,60.0,190.0,-0.0,120.0,-120.0,-0.0,130.0,-60.0,60.0,-190.0,-70.0,60.0,60.0,170.0,-40.0,70.0,170.0
26817,45.0,45.0,0.0,35.0,35.0,49.906162,49.02168,15.0,37.45831,38.608612,52.231457,51.387012,15.0,35.222507,36.44345,50.0,50.0,0.0,30.0,30.0,56.152695,54.457554,5.0,32.596012,32.596012,270.0,270.0,270.0,270.0,270.0,247.9321,250.641,180.0,244.29004,240.94539,248.9625,251.56505,180.0,242.52557,239.03624,270.0,270.0,270.0,270.0,270.0,253.17859,260.75388,180.0,265.6013,274.3987,-90.0,90.0,-0.0,-70.0,70.0,-50.0,120.0,30.0,-40.0,110.0,-140.0,70.0,-30.0,-90.0,20.0,-100.0,100.0,-0.0,-60.0,60.0,-60.0,110.0,10.0,-50.0,50.0
26820,28.77716,44.33537,50.0,50.0,50.0,23.782873,41.268936,50.0,50.0,50.0,10.0,10.0,0.0,0.0,0.0,21.505814,25.739077,25.0,19.764236,8.838835,24.748737,28.504387,25.0,27.95085,27.95085,214.38034,201.50143,180.0,180.0,180.0,176.98721,178.2643,180.0,180.0,180.0,90.0,90.0,270.0,270.0,270.0,144.46233,150.94539,180.0,198.43495,225.0,135.0,142.12502,180.0,206.56505,206.56505,-20.0,150.0,100.0,100.0,100.0,-10.0,-120.0,-100.0,-100.0,-100.0,20.0,-20.0,-0.0,-0.0,-0.0,50.0,30.0,50.0,50.0,-0.0,10.0,-90.0,-50.0,-100.0,100.0
26821,88.45903,88.45903,65.0,70.99736,68.76136,88.45903,88.45903,65.0,72.13269,69.93301,60.0,60.0,0.0,35.0,35.0,81.62414,78.501595,45.0,56.568542,50.0,85.51316,82.53787,45.0,64.03124,58.30952,42.70939,42.70939,0.0,26.113913,27.03086,42.70939,42.70939,0.0,27.89727,28.855661,90.0,90.0,270.0,90.0,90.0,49.96974,52.765167,0.0,45.0,53.130104,52.125015,54.865807,0.0,51.34019,59.036243,-10.0,-250.0,-130.0,-70.0,-180.0,250.0,10.0,130.0,200.0,50.0,120.0,-120.0,-0.0,70.0,-70.0,10.0,-210.0,-90.0,-20.0,-120.0,250.0,-50.0,90.0,200.0,-60.0
26822,41.382362,35.0,53.15073,53.15073,35.0,39.528473,35.0,53.15073,53.15073,35.0,10.0,0.0,40.0,40.0,0.0,79.549515,80.0,84.42822,77.72146,65.0,79.94138,80.0,81.49003,74.519295,65.0,334.9831,0.0,311.1859,311.1859,0.0,341.56506,0.0,311.1859,311.1859,0.0,270.0,270.0,270.0,270.0,270.0,351.8699,0.0,334.57312,332.19855,0.0,350.09583,0.0,339.3411,337.3062,0.0,-30.0,-70.0,-150.0,10.0,-70.0,90.0,70.0,-10.0,150.0,70.0,20.0,-0.0,-80.0,80.0,-0.0,-140.0,-160.0,-240.0,-50.0,-130.0,190.0,160.0,110.0,180.0,130.0
26827,57.008774,35.0,57.008774,57.008774,35.0,45.0,0.0,45.0,45.0,0.0,67.38416,50.0,69.03351,70.90927,55.0,65.78849,50.0,70.73277,72.56463,55.0,40.0,0.0,50.0,50.0,0.0,127.874985,180.0,127.874985,127.874985,180.0,90.0,270.0,90.0,90.0,270.0,139.51399,180.0,137.93567,139.28915,180.0,141.17018,180.0,136.4321,137.79271,180.0,90.0,270.0,90.0,90.0,270.0,-160.0,-70.0,20.0,-160.0,-70.0,-90.0,-0.0,90.0,-90.0,-0.0,10.0,100.0,190.0,20.0,110.0,-180.0,-100.0,-0.0,-210.0,-110.0,-80.0,-0.0,100.0,-100.0,-0.0
26836,39.528473,42.573467,30.0,96.711555,94.42259,43.73214,46.50269,30.0,84.65002,82.02515,40.0,40.0,0.0,75.0,75.0,40.31129,40.31129,5.0,71.26096,71.5236,40.31129,40.31129,5.0,63.762253,64.05564,124.69515,130.23636,180.0,104.21585,96.84277,120.96375,126.25384,180.0,106.294044,97.88314,90.0,90.0,270.0,90.0,90.0,97.125015,97.125015,180.0,91.00509,84.986885,97.125015,97.125015,180.0,91.12331,84.40066,100.0,-0.0,60.0,260.0,-190.0,40.0,-140.0,-60.0,90.0,-160.0,80.0,-80.0,-0.0,150.0,-150.0,90.0,-70.0,10.0,160.0,-170.0,70.0,-90.0,-10.0,110.0,-100.0
26838,22.98097,25.310572,25.0,25.495098,25.495098,22.150057,24.558603,25.0,25.495098,25.495098,5.0,5.0,0.0,5.0,5.0,15.811389,15.811389,15.0,16.67708,19.121323,15.811389,15.811389,15.0,16.298006,18.79162,202.38014,200.22485,180.0,191.30994,191.30994,196.38954,194.74356,180.0,191.30994,191.30994,270.0,270.0,270.0,270.0,270.0,198.43495,198.43495,180.0,192.99461,191.30994,198.43495,198.43495,180.0,184.39871,183.81407,20.0,70.0,50.0,40.0,60.0,-50.0,-40.0,-50.0,-60.0,-40.0,-10.0,10.0,-0.0,-10.0,10.0,20.0,40.0,30.0,20.0,50.0,-40.0,-20.0,-30.0,-30.0,-40.0
26842,51.387012,52.47023,31.868872,69.507195,50.280464,43.91042,45.17328,15.0,57.008774,57.008774,40.0,40.0,0.0,55.0,55.0,51.265244,46.266888,25.0,57.118298,55.33986,46.266888,40.65864,25.0,52.55949,50.621143,85.81509,77.61924,25.559965,52.30576,55.124672,85.10091,75.57922,0.0,74.74488,74.74488,90.0,90.0,270.0,90.0,90.0,135.0,128.41806,180.0,113.19859,108.43495,141.58194,135.0,180.0,115.346176,110.22486,110.0,-140.0,-30.0,190.0,-140.0,80.0,-50.0,30.0,140.0,-80.0,80.0,-80.0,-0.0,110.0,-110.0,160.0,-30.0,50.0,160.0,-80.0,-30.0,-100.0,-50.0,40.0,-120.0
26845,48.766026,56.26389,60.0,58.763298,56.26389,49.14901,56.596157,60.0,58.86956,56.374863,10.0,10.0,0.0,5.0,5.0,14.142136,14.142136,10.0,16.298006,28.77716,14.142136,14.142136,10.0,21.286734,31.868872,1.4688007,1.27303,0.0,1.2188753,1.27303,352.69424,353.65982,0.0,3.6522229,3.8140748,270.0,270.0,270.0,90.0,90.0,315.0,315.0,0.0,355.6013,357.51044,315.0,315.0,0.0,319.76364,334.44003,-80.0,-130.0,-120.0,-120.0,-110.0,70.0,140.0,120.0,130.0,100.0,-20.0,20.0,-0.0,10.0,-10.0,-40.0,-0.0,-20.0,-10.0,-80.0,-0.0,40.0,20.0,-20.0,110.0
26846,61.871845,67.38416,55.0,68.007355,68.007355,67.38416,72.47845,55.0,68.007355,68.007355,55.0,55.0,0.0,40.0,40.0,68.007355,68.007355,40.0,56.568542,56.568542,68.007355,68.007355,40.0,56.568542,56.568542,315.0,319.51398,0.0,323.97263,323.97263,310.48602,315.0,0.0,323.97263,323.97263,270.0,270.0,270.0,270.0,270.0,306.02737,306.02737,0.0,315.0,315.0,306.02737,306.02737,0.0,315.0,315.0,-160.0,-30.0,-110.0,-190.0,-30.0,-30.0,220.0,110.0,30.0,190.0,-110.0,110.0,-0.0,-80.0,80.0,-190.0,30.0,-80.0,-160.0,-0.0,-30.0,190.0,80.0,-0.0,160.0
26848,26.279745,24.04423,20.0,21.86607,19.764236,27.443123,25.310572,20.0,23.251345,21.286734,15.0,15.0,0.0,15.0,15.0,15.811389,15.811389,5.0,15.811389,15.811389,15.811389,15.811389,5.0,15.811389,15.811389,205.34618,207.89728,180.0,210.96376,214.69516,210.06859,212.90524,180.0,216.25385,220.23636,270.0,270.0,270.0,270.0,270.0,251.56505,251.56505,180.0,251.56505,251.56505,251.56505,251.56505,180.0,251.56505,251.56505,30.0,60.0,40.0,20.0,50.0,-80.0,-10.0,-40.0,-70.0,-0.0,-30.0,30.0,-0.0,-30.0,30.0,-20.0,40.0,10.0,-20.0,40.0,-40.0,20.0,-10.0,-40.0,20.0
26850,33.77314,29.633175,10.0,46.09772,46.09772,28.33946,23.251345,10.0,46.09772,46.09772,15.0,15.0,0.0,45.0,45.0,20.615528,20.615528,10.0,45.17328,45.85984,30.413813,30.413813,10.0,42.75658,43.48132,128.991,117.64597,180.0,257.4712,257.4712,138.57634,126.25384,180.0,257.4712,257.4712,90.0,90.0,270.0,270.0,270.0,75.96375,104.03625,180.0,255.57922,252.55281,80.53768,99.46232,180.0,254.74489,251.56505,110.0,-40.0,20.0,-70.0,110.0,-20.0,-50.0,-20.0,-110.0,70.0,30.0,-30.0,-0.0,-90.0,90.0,10.0,-10.0,20.0,-70.0,120.0,90.0,-90.0,-20.0,-100.0,50.0
