,slope_1,slope_6,slope_11,slope_16,slope_21,slope_2,slope_7,slope_12,slope_17,slope_22,slope_3,slope_8,slope_13,slope_18,slope_23,slope_4,slope_9,slope_14,slope_19,slope_24,slope_5,slope_10,slope_15,slope_20,slope_25,aspect_1,aspect_6,aspect_11,aspect_16,aspect_21,aspect_2,aspect_7,aspect_12,aspect_17,aspect_22,aspect_3,aspect_8,aspect_13,aspect_18,aspect_23,aspect_4,aspect_9,aspect_14,aspect_19,aspect_24,aspect_5,aspect_10,aspect_15,aspect_20,aspect_25,curvature_1,curvature_6,curvature_11,curvature_16,curvature_21,curvature_2,curvature_7,curvature_12,curvature_17,curvature_22,curvature_3,curvature_8,curvature_13,curvature_18,curvature_23,curvature_4,curvature_9,curvature_14,curvature_19,curvature_24,curvature_5,curvature_10,curvature_15,curvature_20,curvature_25
20552,5.0,3.9528472,1.767767,0.0,1.767767,5.0,5.303301,3.9528472,0.0,3.9528472,0.0,5.0,5.0,0.0,5.0,10.0,11.18034,11.18034,10.0,12.869538,10.0,11.18034,11.18034,10.0,14.252193,180.0,198.43495,225.0,270.0,315.0,180.0,225.0,251.56505,270.0,288.43494,270.0,270.0,270.0,270.0,270.0,0.0,333.43494,333.43494,0.0,330.9454,0.0,333.43494,333.43494,0.0,322.12503,10.0,10.0,-0.0,-0.0,-0.0,-10.0,-20.0,10.0,-0.0,-10.0,-0.0,-10.0,10.0,-0.0,-10.0,-20.0,-30.0,-10.0,-20.0,-30.0,20.0,10.0,30.0,20.0,-0.0
20553,10.0,12.747549,17.67767,20.0,23.782873,10.0,12.747549,17.67767,20.0,24.558603,0.0,5.0,5.0,0.0,10.0,10.0,11.18034,11.18034,10.0,17.67767,10.0,11.18034,11.18034,10.0,21.505814,180.0,191.30994,188.1301,180.0,183.01279,180.0,168.69006,171.8699,180.0,165.25644,270.0,90.0,90.0,270.0,90.0,180.0,153.43495,153.43495,180.0,135.0,180.0,153.43495,153.43495,180.0,125.53768,20.0,10.0,50.0,40.0,30.0,-20.0,-10.0,-50.0,-40.0,-20.0,-0.0,10.0,-10.0,-0.0,20.0,20.0,30.0,10.0,20.0,40.0,-20.0,-10.0,-30.0,-20.0,20.0
20554,109.91474,103.9982,99.1369,106.60969,110.0,91.71968,96.5013,100.078094,107.485466,110.0,25.0,25.0,15.811389,22.36068,7.071068,91.25856,98.56787,95.13149,98.23441,111.8034,89.80882,97.22718,100.0,110.67972,120.20815,197.19855,193.20108,174.93639,175.29214,180.0,197.44719,196.55707,170.65533,171.3045,180.0,270.0,270.0,71.56505,63.434948,45.0,193.46521,192.45,176.98721,165.25644,169.69516,188.8068,188.1301,180.0,161.56505,163.0725,30.0,260.0,200.0,210.0,220.0,-220.0,-140.0,-150.0,-260.0,-220.0,-50.0,50.0,40.0,-80.0,-0.0,120.0,250.0,200.0,280.0,200.0,-190.0,-180.0,-200.0,-120.0,-320.0
20563,33.35416,28.504387,25.0,26.75117,21.286734,10.0,10.0,0.0,20.0,20.0,56.152695,44.33537,35.0,39.05125,32.01562,60.95593,50.280464,35.0,46.09772,40.31129,35.0,35.0,0.0,40.0,40.0,12.9946165,15.255118,0.0,37.405357,49.76364,90.0,90.0,270.0,90.0,90.0,16.82141,21.501434,0.0,39.805573,51.34019,28.141602,34.875328,0.0,49.398705,60.25512,90.0,90.0,270.0,90.0,90.0,90.0,30.0,50.0,90.0,-20.0,20.0,-20.0,-0.0,40.0,-40.0,-100.0,-90.0,-70.0,-30.0,-70.0,190.0,-0.0,70.0,150.0,-50.0,70.0,-70.0,-0.0,80.0,-80.0
20578,3.9528472,5.303301,5.0,7.071068,7.071068,5.0,5.0,0.0,5.0,5.0,7.071068,7.071068,5.0,7.071068,7.071068,7.071068,7.071068,5.0,7.071068,7.071068,5.0,5.0,0.0,5.0,5.0,108.43495,135.0,180.0,135.0,135.0,90.0,90.0,270.0,90.0,90.0,135.0,135.0,180.0,135.0,135.0,135.0,135.0,180.0,135.0,135.0,90.0,90.0,270.0,90.0,90.0,10.0,-20.0,-10.0,-0.0,-20.0,10.0,-10.0,-0.0,10.0,-10.0,20.0,-0.0,10.0,20.0,-0.0,-0.0,-20.0,-10.0,-0.0,-20.0,10.0,-10.0,-0.0,10.0,-10.0
20592,67.1984,68.03033,25.0,54.08327,60.207973,64.83151,65.69342,25.0,46.09772,53.15073,60.0,60.0,0.0,30.0,30.0,74.770485,76.342155,50.0,57.254913,51.387012,72.82256,74.43538,50.0,61.97278,56.596157,71.56505,69.56717,0.0,56.309933,48.36646,70.866356,68.80595,0.0,49.398705,41.185925,90.0,90.0,270.0,90.0,90.0,51.788975,50.314545,0.0,36.11934,41.054813,50.572197,49.085617,0.0,41.72951,46.78991,90.0,-180.0,-50.0,50.0,-190.0,160.0,-70.0,50.0,110.0,30.0,120.0,-120.0,-0.0,60.0,-60.0,30.0,-220.0,-100.0,-40.0,-130.0,200.0,-10.0,100.0,190.0,-20.0
20611,90.0,90.0,0.0,75.0,75.0,113.192314,103.50121,55.0,82.53787,74.91662,102.774025,91.99185,55.0,70.79901,61.745445,60.0,60.0,0.0,45.0,45.0,77.86206,67.54628,35.0,46.50269,39.528473,90.0,90.0,270.0,90.0,90.0,133.21008,127.14669,180.0,125.13419,115.70995,138.94519,132.79741,180.0,132.13759,121.75948,90.0,90.0,270.0,90.0,90.0,137.60257,128.991,180.0,126.25384,108.43495,180.0,-180.0,-0.0,150.0,-150.0,350.0,-70.0,110.0,260.0,-100.0,-50.0,-230.0,-110.0,-20.0,-140.0,120.0,-120.0,-0.0,90.0,-90.0,250.0,-50.0,70.0,160.0,-80.0
20614,109.91474,103.9982,99.1369,106.60969,110.0,91.71968,96.5013,100.078094,107.485466,110.0,25.0,25.0,15.811389,22.36068,7.071068,91.25856,98.56787,95.13149,98.23441,111.8034,89.80882,97.22718,100.0,110.67972,120.20815,197.19855,193.20108,174.93639,175.29214,180.0,197.44719,196.55707,170.65533,171.3045,180.0,270.0,270.0,71.56505,63.434948,45.0,193.46521,192.45,176.98721,165.25644,169.69516,188.8068,188.1301,180.0,161.56505,163.0725,30.0,260.0,200.0,210.0,220.0,-220.0,-140.0,-150.0,-260.0,-220.0,-50.0,50.0,40.0,-80.0,-0.0,120.0,250.0,200.0,280.0,200.0,-190.0,-180.0,-200.0,-120.0,-320.0
20616,56.26389,56.374863,5.0,53.764534,55.480854,58.763298,58.86956,5.0,41.268936,43.48132,60.0,60.0,0.0,35.0,35.0,55.9017,55.0,5.0,34.323826,34.865814,46.09772,45.0,5.0,31.868872,32.45189,91.27303,93.81407,180.0,88.66778,75.650665,91.21887,93.65222,180.0,88.2643,71.56505,90.0,90.0,270.0,90.0,90.0,100.30485,90.0,0.0,79.50852,75.465546,102.52881,90.0,0.0,78.69007,74.35775,110.0,-100.0,10.0,130.0,-160.0,120.0,-130.0,-10.0,60.0,-30.0,120.0,-120.0,-0.0,70.0,-70.0,150.0,-130.0,-10.0,60.0,-90.0,50.0,-70.0,10.0,70.0,-40.0
20649,13.806702,15.0,17.765839,14.252193,0.0,14.252193,15.0,24.04423,21.578346,0.0,5.0,0.0,25.0,25.0,0.0,11.319232,15.0,30.872723,32.25872,20.0,12.869538,15.0,33.024612,34.323826,20.0,354.80557,0.0,50.710594,74.74488,270.0,344.74487,0.0,62.10273,79.99202,270.0,270.0,270.0,90.0,90.0,270.0,186.3402,180.0,121.75948,125.53768,180.0,150.94539,180.0,119.47589,123.11134,180.0,-30.0,-30.0,-10.0,-20.0,-0.0,40.0,30.0,80.0,-50.0,-0.0,10.0,-0.0,50.0,-50.0,-0.0,40.0,30.0,80.0,-10.0,40.0,-50.0,-30.0,30.0,-100.0,-40.0
20650,0.0,6.3737745,7.28869,5.0,7.071068,0.0,5.0,5.0,0.0,5.0,5.0,7.071068,7.071068,5.0,7.071068,5.0,7.071068,7.071068,5.0,7.071068,0.0,5.0,5.0,0.0,5.0,270.0,258.69006,239.03624,180.0,225.0,270.0,270.0,270.0,270.0,270.0,180.0,225.0,225.0,180.0,225.0,180.0,225.0,225.0,180.0,225.0,270.0,270.0,270.0,270.0,270.0,-0.0,-10.0,-0.0,-10.0,-20.0,-0.0,-10.0,10.0,-0.0,-10.0,10.0,-0.0,20.0,10.0,-0.0,-10.0,-20.0,-0.0,-10.0,-20.0,-0.0,-10.0,10.0,-0.0,-10.0
20658,0.0,40.0,40.0,0.0,25.0,5.0,38.93103,38.770157,0.0,26.279745,5.0,36.44345,36.271545,0.0,28.77716,0.0,35.0,35.0,0.0,30.0,0.0,33.77314,33.957695,5.0,29.421507,270.0,270.0,270.0,270.0,270.0,0.0,275.52753,271.8476,270.0,272.72632,0.0,275.90613,271.97495,270.0,272.48956,270.0,270.0,270.0,270.0,270.0,270.0,267.8789,263.65982,180.0,257.73523,-0.0,-80.0,80.0,-0.0,-50.0,-10.0,-90.0,80.0,-0.0,-50.0,10.0,-60.0,70.0,-0.0,-60.0,-0.0,-70.0,70.0,-0.0,-60.0,-0.0,-70.0,80.0,10.0,-50.0
20681,34.323826,31.868872,30.0,33.77314,28.33946,30.872723,18.45603,0.0,25.0,25.0,25.0,25.0,0.0,25.0,25.0,27.66993,26.983791,5.0,24.558603,25.310572,30.052038,29.421507,5.0,22.150057,22.98097,190.49147,191.30994,180.0,218.991,228.57634,211.75948,241.69925,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,251.56505,256.6075,180.0,255.25644,249.77515,253.0725,257.73523,180.0,253.61046,247.61986,90.0,-80.0,-60.0,-110.0,20.0,-120.0,50.0,-0.0,-50.0,50.0,-50.0,50.0,-0.0,-50.0,50.0,-30.0,60.0,10.0,-40.0,70.0,-80.0,50.0,-10.0,-50.0,20.0
20704,38.078865,38.078865,35.0,33.35416,28.504387,38.078865,38.078865,35.0,32.596012,27.613403,15.0,15.0,0.0,0.0,0.0,36.44345,34.14125,30.0,27.613403,22.638464,35.575623,33.213326,30.0,28.504387,23.717083,156.8014,156.8014,180.0,167.00539,164.74489,156.8014,156.8014,180.0,175.60129,174.80557,90.0,90.0,270.0,270.0,270.0,157.83365,156.2505,180.0,185.19443,186.3402,161.56505,160.20113,180.0,195.25511,198.43495,100.0,40.0,70.0,90.0,30.0,-40.0,-100.0,-70.0,-70.0,-50.0,30.0,-30.0,-0.0,-0.0,-0.0,100.0,30.0,60.0,60.0,40.0,-50.0,-80.0,-60.0,-80.0,-20.0
20708,69.664375,70.644356,30.0,44.33537,50.280464,96.905235,97.612114,30.0,49.529034,54.914707,110.0,110.0,0.0,40.0,40.0,108.224304,108.91511,20.0,46.670387,44.61642,103.259384,103.98317,20.0,53.764534,51.991585,260.7067,283.29858,0.0,319.5739,325.12466,263.33334,279.58295,0.0,312.9546,318.69138,270.0,270.0,270.0,270.0,270.0,263.3675,260.75388,180.0,249.62357,258.69006,263.04703,260.31122,180.0,252.40758,260.31122,-60.0,50.0,-60.0,-110.0,-40.0,-270.0,280.0,60.0,-20.0,170.0,-220.0,220.0,-0.0,-80.0,80.0,-200.0,260.0,40.0,-40.0,90.0,-220.0,160.0,-40.0,-150.0,100.0
20712,21.286734,23.251345,20.0,28.559149,40.350033,19.764236,21.86607,20.0,35.399506,45.449146,10.0,10.0,0.0,30.0,30.0,30.413813,40.31129,45.0,52.35098,50.280464,30.413813,40.31129,45.0,51.02083,48.89402,220.23636,216.25385,180.0,156.8014,163.81079,214.69516,210.96376,180.0,137.86241,148.49573,270.0,270.0,270.0,90.0,90.0,189.46233,187.12502,180.0,146.68936,145.12466,170.53767,172.87498,180.0,149.03624,147.52881,-0.0,70.0,40.0,50.0,80.0,-50.0,-20.0,-40.0,20.0,-150.0,-20.0,20.0,-0.0,60.0,-60.0,30.0,110.0,90.0,150.0,20.0,-30.0,-110.0,-90.0,-40.0,-130.0
20715,38.608612,42.75658,30.0,38.242645,53.03301,45.311424,48.89402,30.0,43.73214,57.118298,45.0,45.0,0.0,30.0,30.0,50.621143,52.55949,25.0,44.33537,49.529034,55.33986,57.118298,25.0,50.280464,54.914707,299.0546,307.87497,0.0,348.69006,351.8699,294.44397,302.4712,0.0,329.03625,336.80142,270.0,270.0,270.0,270.0,270.0,290.22485,295.34616,0.0,310.4261,317.0454,288.43494,293.19858,0.0,304.87534,311.30862,-90.0,-0.0,-60.0,-60.0,-120.0,-60.0,150.0,60.0,-0.0,180.0,-90.0,90.0,-0.0,-60.0,60.0,-120.0,40.0,-50.0,-110.0,-20.0,-80.0,160.0,50.0,-40.0,170.0
20716,10.0,0.0,5.0,7.9056945,12.747549,5.0,5.0,0.0,5.0,5.0,5.0,7.9056945,7.9056945,12.869538,15.103807,17.67767,14.57738,11.18034,14.252193,16.298006,17.67767,10.0,3.535534,10.0,10.0,180.0,270.0,0.0,341.56506,348.69006,270.0,270.0,270.0,270.0,270.0,270.0,288.43494,341.56506,330.9454,335.55603,351.8699,329.03625,333.43494,322.12503,327.5288,8.130102,0.0,315.0,270.0,270.0,-40.0,20.0,10.0,-0.0,40.0,-10.0,10.0,-0.0,-10.0,10.0,-10.0,10.0,-20.0,-30.0,-20.0,-50.0,-30.0,40.0,-0.0,50.0,50.0,10.0,-0.0,-20.0,20.0
20718,54.457554,56.596157,50.0,57.118298,61.745445,53.18012,55.368088,50.0,55.33986,60.104076,25.0,25.0,0.0,15.0,15.0,52.55949,57.118298,55.0,58.843014,63.737743,50.621143,55.33986,55.0,57.98707,62.94839,31.865978,30.529705,0.0,23.198591,21.370623,29.577839,28.300756,0.0,18.434948,16.927513,90.0,90.0,270.0,90.0,90.0,25.346176,23.198591,0.0,12.264773,11.309933,20.22486,18.434948,0.0,7.431408,6.8427734,-30.0,-160.0,-100.0,-50.0,-170.0,140.0,50.0,100.0,130.0,90.0,50.0,-50.0,-0.0,30.0,-30.0,-40.0,-160.0,-110.0,-80.0,-160.0,120.0,80.0,110.0,120.0,120.0
20723,11.18034,11.18034,5.0,3.535534,3.535534,11.18034,11.18034,5.0,7.9056945,7.9056945,10.0,10.0,0.0,10.0,10.0,11.18034,11.18034,5.0,12.747549,12.747549,11.18034,11.18034,5.0,17.67767,17.67767,63.434948,63.434948,0.0,45.0,135.0,63.434948,63.434948,0.0,71.56505,108.43495,90.0,90.0,270.0,90.0,90.0,63.434948,63.434948,0.0,78.69007,101.30993,63.434948,63.434948,0.0,81.869896,98.130104,10.0,-30.0,-10.0,-10.0,10.0,30.0,-10.0,10.0,30.0,-30.0,20.0,-20.0,-0.0,20.0,-20.0,10.0,-30.0,-10.0,10.0,-10.0,30.0,-10.0,10.0,50.0,-50.0
20725,28.504387,27.613403,0.0,14.252193,17.765839,23.717083,22.638464,0.0,21.578346,24.04423,20.0,20.0,0.0,25.0,25.0,16.67708,19.764236,15.0,28.77716,30.259296,15.909903,17.765839,15.0,26.75117,28.33946,105.25512,95.19443,270.0,105.25512,129.28941,108.43495,96.340195,270.0,100.00798,117.89727,90.0,90.0,270.0,90.0,90.0,77.00539,55.304848,0.0,55.619656,51.709835,45.0,39.289406,0.0,52.594643,48.576336,80.0,-60.0,-0.0,20.0,10.0,20.0,-40.0,-0.0,50.0,-80.0,40.0,-40.0,-0.0,50.0,-50.0,40.0,-70.0,-30.0,20.0,-90.0,-10.0,20.0,30.0,70.0,-0.0
20726,21.286734,23.251345,20.0,46.804115,54.800777,19.764236,21.86607,20.0,37.123108,46.804115,10.0,10.0,0.0,20.0,20.0,7.071068,15.811389,20.0,28.77716,35.222507,7.071068,15.811389,20.0,25.310572,32.45189,220.23636,216.25385,180.0,235.88553,225.0,214.69516,210.96376,180.0,225.0,214.11447,270.0,270.0,270.0,270.0,270.0,225.0,198.43495,180.0,214.38034,207.47443,135.0,161.56505,180.0,200.22485,195.64224,-0.0,70.0,40.0,-50.0,180.0,-50.0,-20.0,-40.0,-80.0,-50.0,-20.0,20.0,-0.0,-40.0,40.0,-20.0,60.0,40.0,-0.0,110.0,20.0,-60.0,-40.0,-50.0,-60.0
20747,43.011627,43.011627,25.0,42.72002,40.31129,43.011627,43.011627,25.0,25.0,20.615528,35.0,35.0,0.0,10.0,10.0,44.194176,39.250797,20.0,7.28869,21.578346,39.250797,33.587574,20.0,31.868872,37.790543,305.5377,305.5377,0.0,290.55603,262.87497,305.5377,305.5377,0.0,306.8699,255.96376,270.0,270.0,270.0,270.0,270.0,315.0,307.23483,0.0,30.963757,169.99202,322.76517,315.0,0.0,78.69007,124.215706,-120.0,20.0,-50.0,-150.0,130.0,-20.0,120.0,50.0,30.0,-10.0,-70.0,70.0,-0.0,-20.0,20.0,-140.0,30.0,-40.0,-60.0,90.0,30.0,80.0,40.0,130.0,-160.0
20748,54.5722,66.45017,70.0,75.519035,73.25043,51.629692,64.05564,70.0,76.58737,74.351364,0.0,0.0,0.0,35.0,35.0,62.54998,67.54628,70.0,82.23442,96.5013,62.94839,67.91539,70.0,78.501595,93.340775,200.09523,196.38954,180.0,204.44395,205.25316,186.95296,185.59933,180.0,206.14684,206.99583,270.0,270.0,270.0,270.0,270.0,177.7094,177.8789,180.0,199.53665,196.55707,173.15723,173.6598,180.0,189.16235,187.69604,40.0,190.0,140.0,80.0,190.0,-90.0,-140.0,-140.0,-210.0,-60.0,-0.0,-0.0,-0.0,-70.0,70.0,120.0,140.0,140.0,70.0,270.0,-100.0,-160.0,-140.0,-150.0,-190.0
20751,42.573467,17.67767,50.898182,48.25065,10.0,47.565746,39.528473,32.5,38.93103,8.838835,50.0,50.0,12.374369,39.13119,27.66993,49.117207,48.08846,5.0,32.596012,32.596012,44.300114,43.156693,5.0,27.613403,27.613403,86.63354,135.0,114.676865,106.55707,180.0,86.98721,108.43495,112.619865,84.47246,98.130104,90.0,90.0,45.0,63.434948,71.56505,104.74356,98.972626,180.0,94.398705,85.601295,106.38954,100.00798,180.0,95.19443,84.80557,-130.0,50.0,150.0,-80.0,20.0,150.0,-150.0,20.0,-160.0,-20.0,100.0,-100.0,-0.0,140.0,-70.0,130.0,-90.0,10.0,80.0,-80.0,50.0,-90.0,-10.0,40.0,-40.0
20830,0.0,11.319232,11.8585415,5.0,28.993534,0.0,13.806702,14.252193,5.0,26.516504,0.0,15.0,15.0,0.0,25.0,5.0,17.410486,18.45603,10.0,23.717083,5.0,19.764236,20.691181,10.0,19.039433,270.0,276.34018,288.43494,0.0,277.4314,270.0,275.19443,285.25513,0.0,278.1301,270.0,270.0,270.0,270.0,270.0,0.0,291.0375,298.30075,0.0,288.43494,0.0,288.43494,295.0169,0.0,293.19858,-0.0,-20.0,10.0,-10.0,-70.0,-0.0,-30.0,40.0,10.0,-40.0,-0.0,-30.0,30.0,-0.0,-50.0,-10.0,-40.0,10.0,-20.0,-70.0,10.0,-30.0,60.0,20.0,-10.0
20833,20.0,19.121323,16.67708,15.0,13.806702,0.0,5.0,5.0,0.0,0.0,5.0,3.535534,3.535534,5.0,3.9528472,5.0,3.535534,3.535534,5.0,5.303301,0.0,5.0,5.0,0.0,5.0,0.0,11.309933,12.9946165,0.0,354.80557,270.0,90.0,90.0,270.0,270.0,180.0,135.0,45.0,0.0,18.434948,180.0,225.0,315.0,0.0,45.0,270.0,270.0,270.0,270.0,90.0,40.0,50.0,20.0,30.0,30.0,-0.0,10.0,-10.0,-0.0,-0.0,10.0,20.0,-20.0,-10.0,-10.0,-10.0,-20.0,20.0,10.0,20.0,-0.0,-10.0,10.0,-0.0,10.0
20877,14.57738,19.039433,20.0,30.259296,28.77716,17.67767,21.505814,20.0,28.33946,26.75117,15.0,15.0,0.0,20.0,20.0,23.251345,21.286734,15.0,23.251345,21.86607,21.86607,19.764236,15.0,21.286734,19.764236,149.03624,156.8014,180.0,128.29016,124.38035,135.0,144.46233,180.0,131.42366,127.40536,90.0,90.0,270.0,90.0,90.0,143.74615,139.76364,180.0,126.25384,120.96375,149.03624,145.30484,180.0,130.23636,124.69515,30.0,30.0,40.0,90.0,-20.0,10.0,-70.0,-40.0,-0.0,-70.0,30.0,-30.0,-0.0,40.0,-40.0,70.0,-0.0,30.0,70.0,-20.0,-20.0,-50.0,-30.0,-0.0,-50.0
20882,5.0,72.54309,72.54309,5.0,103.259384,5.0,67.54628,67.54628,5.0,88.38835,0.0,65.0,65.0,0.0,80.0,15.0,60.827625,60.0,5.0,77.86206,15.0,50.990196,50.0,5.0,72.8869,0.0,271.97495,268.02505,180.0,263.04703,0.0,272.1211,267.8789,180.0,261.8699,270.0,270.0,270.0,270.0,270.0,0.0,279.4623,270.0,180.0,264.47247,0.0,281.30994,270.0,180.0,264.09387,-10.0,-160.0,160.0,10.0,-210.0,10.0,-120.0,120.0,-10.0,-170.0,-0.0,-130.0,130.0,-0.0,-160.0,-30.0,-160.0,140.0,10.0,-150.0,30.0,-60.0,80.0,-10.0,-150.0
20885,87.46428,75.0,72.8011,63.245556,55.0,45.0,0.0,15.0,15.0,0.0,67.54628,50.0,47.598583,40.350033,35.0,64.51744,50.0,46.40178,38.93103,35.0,35.0,0.0,0.0,0.0,0.0,149.03624,180.0,164.05461,161.56505,180.0,90.0,270.0,90.0,90.0,270.0,141.009,180.0,166.32869,163.81079,180.0,144.46233,180.0,175.36453,174.47246,180.0,90.0,270.0,270.0,270.0,270.0,-240.0,-150.0,-120.0,-140.0,-110.0,-90.0,-0.0,30.0,-30.0,-0.0,10.0,100.0,130.0,40.0,70.0,-170.0,-100.0,-100.0,-70.0,-70.0,-70.0,-0.0,-0.0,-0.0,-0.0
20886,45.0,45.0,0.0,65.0,65.0,69.03351,70.90927,55.0,83.3854,81.79624,70.73277,72.56463,55.0,81.49003,79.86317,50.0,50.0,0.0,60.0,60.0,71.063354,77.781746,60.0,86.62058,88.40602,90.0,90.0,270.0,90.0,90.0,137.93567,139.28915,180.0,130.13548,128.79655,136.4321,137.79271,180.0,131.2686,129.9204,90.0,90.0,270.0,90.0,90.0,129.28941,135.0,180.0,135.0,136.14577,90.0,-90.0,-0.0,130.0,-130.0,190.0,20.0,110.0,240.0,-30.0,-0.0,-210.0,-110.0,10.0,-220.0,100.0,-100.0,-0.0,120.0,-120.0,180.0,20.0,120.0,240.0,10.0
20888,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,14.252193,9.519716,0.0,1.767767,3.9528472,19.764236,16.67708,0.0,3.9528472,5.303301,20.0,20.0,0.0,5.0,5.0,90.0,90.0,270.0,270.0,270.0,90.0,90.0,270.0,270.0,270.0,37.874985,66.80141,270.0,315.0,341.56506,55.304848,77.00539,270.0,288.43494,315.0,90.0,90.0,270.0,270.0,270.0,10.0,-10.0,-0.0,-0.0,-0.0,10.0,-10.0,-0.0,-0.0,-0.0,-20.0,-10.0,-0.0,-0.0,-10.0,70.0,-40.0,-0.0,-10.0,20.0,40.0,-40.0,-0.0,-10.0,10.0
20889,38.93103,44.756287,40.0,43.91042,51.387012,34.323826,40.81207,40.0,45.17328,52.47023,15.0,15.0,0.0,15.0,15.0,44.300114,49.117207,50.0,52.201534,52.201534,43.156693,48.08846,50.0,52.201534,52.201534,222.39743,215.90973,180.0,175.1009,175.81508,213.11134,207.34987,180.0,165.57922,167.61925,270.0,270.0,270.0,90.0,90.0,196.38954,194.74356,180.0,163.30075,163.30075,190.00798,188.97263,180.0,163.30075,163.30075,-10.0,140.0,80.0,80.0,110.0,-80.0,-50.0,-80.0,-50.0,-140.0,-30.0,30.0,-0.0,30.0,-30.0,50.0,130.0,100.0,130.0,70.0,-90.0,-90.0,-100.0,-70.0,-130.0
20890,50.621143,53.50234,35.0,55.255093,53.764534,40.0,40.0,0.0,45.0,45.0,38.078865,43.011627,30.0,54.08327,54.08327,29.15476,35.35534,30.0,54.08327,54.08327,20.0,20.0,0.0,45.0,45.0,237.09476,232.59465,180.0,232.35239,234.46233,270.0,270.0,270.0,270.0,270.0,246.8014,234.46233,180.0,236.30994,236.30994,239.03624,225.0,180.0,236.30994,236.30994,270.0,270.0,270.0,270.0,270.0,-130.0,10.0,-70.0,-160.0,30.0,-80.0,80.0,-0.0,-90.0,90.0,-60.0,140.0,60.0,-30.0,150.0,-60.0,-20.0,-60.0,-150.0,30.0,-40.0,40.0,-0.0,-90.0,90.0
20898,0.0,20.0,20.0,0.0,15.0,3.535534,17.67767,19.039433,10.0,17.67767,7.9056945,11.18034,17.67767,12.747549,14.57738,10.0,3.535534,11.18034,7.9056945,5.0,14.57738,15.0,19.764236,26.983791,31.474195,270.0,270.0,270.0,270.0,270.0,225.0,261.8699,246.8014,180.0,225.0,251.56505,243.43495,225.0,191.30994,210.96376,270.0,225.0,243.43495,251.56505,270.0,210.96376,180.0,198.43495,193.3925,186.84277,-0.0,-40.0,40.0,-0.0,-30.0,-0.0,-40.0,60.0,20.0,-10.0,20.0,-20.0,20.0,-20.0,-30.0,20.0,-0.0,-40.0,20.0,-10.0,50.0,30.0,10.0,80.0,50.0
20899,10.0,10.0,0.0,15.0,15.0,36.784847,29.421507,25.0,29.15476,29.15476,36.271545,28.77716,25.0,29.15476,29.15476,5.0,5.0,0.0,15.0,15.0,5.303301,3.9528472,0.0,15.0,15.0,270.0,270.0,270.0,270.0,270.0,350.2176,347.73523,0.0,329.03625,329.03625,1.974934,2.489553,0.0,329.03625,329.03625,90.0,90.0,270.0,270.0,270.0,135.0,108.43495,270.0,270.0,270.0,-20.0,20.0,-0.0,-30.0,30.0,-100.0,-30.0,-50.0,-80.0,-20.0,90.0,40.0,50.0,20.0,80.0,10.0,-10.0,-0.0,-30.0,30.0,20.0,-10.0,-0.0,-30.0,30.0
20900,91.94088,92.28014,15.0,87.32125,90.13879,94.42259,94.75297,15.0,97.08244,99.6243,95.0,95.0,0.0,100.0,100.0,101.31942,101.62739,15.0,101.118744,101.118744,113.8118,114.086044,15.0,101.118744,101.118744,277.02838,278.56915,0.0,283.2405,289.44003,276.84277,278.3439,0.0,281.88867,287.52557,270.0,270.0,270.0,270.0,270.0,267.8789,274.9392,0.0,278.53076,278.53076,268.11182,274.3987,0.0,278.53076,278.53076,-200.0,150.0,-30.0,-190.0,90.0,-170.0,220.0,30.0,-170.0,270.0,-190.0,190.0,-0.0,-200.0,200.0,-170.0,160.0,-30.0,-230.0,170.0,-260.0,270.0,30.0,-170.0,230.0
20901,68.64765,108.91511,120.0,188.2153,188.2153,118.58541,145.64513,120.0,188.2153,188.2153,140.0,140.0,0.0,145.0,145.0,140.0,140.0,0.0,145.0,145.0,166.2547,180.63257,100.0,139.78778,120.63634,123.11134,148.13402,180.0,129.61069,129.61069,108.43495,129.4278,180.0,129.61069,129.61069,90.0,90.0,270.0,90.0,90.0,90.0,90.0,270.0,90.0,90.0,99.95807,114.96899,180.0,121.84246,100.145546,80.0,180.0,240.0,530.0,-50.0,260.0,-520.0,-240.0,50.0,-530.0,280.0,-280.0,-0.0,290.0,-290.0,280.0,-280.0,-0.0,290.0,-290.0,290.0,-80.0,200.0,490.0,-300.0
20908,161.48723,142.79575,55.0,69.03351,63.664158,138.16882,115.771866,55.0,64.25049,58.443348,75.0,75.0,0.0,35.0,35.0,75.0,75.0,0.0,37.58324,38.242645,72.8869,73.569695,15.0,47.070427,46.40178,129.97592,119.93151,180.0,137.93567,133.40886,138.66779,127.9835,180.0,142.90717,138.46823,90.0,90.0,270.0,90.0,90.0,90.0,90.0,270.0,93.81407,101.30993,84.09386,80.21759,0.0,79.28688,94.63546,520.0,-170.0,110.0,210.0,-20.0,-90.0,-260.0,-110.0,-40.0,-150.0,150.0,-150.0,-0.0,70.0,-70.0,150.0,-150.0,-0.0,70.0,-50.0,140.0,-180.0,-30.0,60.0,-110.0
