,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use,elevation_1,elevation_6,elevation_11,elevation_16,elevation_21,elevation_2,elevation_7,elevation_12,elevation_17,elevation_22,elevation_3,elevation_8,elevation_13,elevation_18,elevation_23,elevation_4,elevation_9,elevation_14,elevation_19,elevation_24,elevation_5,elevation_10,elevation_15,elevation_20,elevation_25,slope_1,slope_6,slope_11,slope_16,slope_21,slope_2,slope_7,slope_12,slope_17,slope_22,slope_3,slope_8,slope_13,slope_18,slope_23,slope_4,slope_9,slope_14,slope_19,slope_24,slope_5,slope_10,slope_15,slope_20,slope_25,aspect_1,aspect_6,aspect_11,aspect_16,aspect_21,aspect_2,aspect_7,aspect_12,aspect_17,aspect_22,aspect_3,aspect_8,aspect_13,aspect_18,aspect_23,aspect_4,aspect_9,aspect_14,aspect_19,aspect_24,aspect_5,aspect_10,aspect_15,aspect_20,aspect_25,placurv_1,placurv_6,placurv_11,placurv_16,placurv_21,placurv_2,placurv_7,placurv_12,placurv_17,placurv_22,placurv_3,placurv_8,placurv_13,placurv_18,placurv_23,placurv_4,placurv_9,placurv_14,placurv_19,placurv_24,placurv_5,placurv_10,placurv_15,placurv_20,placurv_25,procurv_1,procurv_6,procurv_11,procurv_16,procurv_21,procurv_2,procurv_7,procurv_12,procurv_17,procurv_22,procurv_3,procurv_8,procurv_13,procurv_18,procurv_23,procurv_4,procurv_9,procurv_14,procurv_19,procurv_24,procurv_5,procurv_10,procurv_15,procurv_20,procurv_25
2117,100188,15.83089455,-90.21955059,0,2016-12-09,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,453.0,453.0,460.0,460.0,460.0,453.0,453.0,460.0,460.0,460.0,453.0,453.0,460.0,460.0,460.0,0.0,0.0,0.0,0.0,11.309933,16.699244,21.665758,29.65134,33.02387,35.598537,16.699244,25.081528,31.829342,33.02387,35.060543,0.0,19.290047,19.290047,0.0,0.0,2.8624053,20.597847,20.597847,2.8624053,7.333393,270.0,270.0,270.0,270.0,90.0,0.0,347.27563,351.15817,0.0,12.094757,0.0,325.88553,334.9831,0.0,4.0856166,270.0,270.0,270.0,270.0,270.0,180.0,266.1859,273.8141,0.0,330.9454,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,19.675676,-0.0,22.235294,98.09633,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,7.0,-7.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-40.0,60.0,60.0,130.0,130.0,109.675674,-60.0,32.235294,-101.90367,-130.0,-130.0,0.0,70.0,-70.0,0.0,0.0,-10.0,67.0,-67.0,10.0,10.0
2118,100189,15.32706416,-89.01585664,0,2016-06-30,Tsp,Principios del Cuaternario.,Depresión del Motagua,Rocas Sedimentarias,Qr,Dépositos Aluviales Antiguos o Marinos,Drenaje muy Pobre,Franco-Limosa,Media,Arcilla,Muy Fina,Bajo,Inceptisoles,III,76.0,76.0,76.0,76.0,77.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,76.0,76.0,77.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,4.16874,2.8624053,2.8624053,4.044691,4.044691,2.8624053,0.0,0.0,2.8624053,2.8624053,3.0357237,2.8624053,2.8624053,4.16874,5.438008,2.263636,2.8624053,2.8624053,3.6469705,5.0511527,0.0,0.0,0.0,0.0,0.0,239.03624,180.0,180.0,225.0,225.0,270.0,270.0,270.0,270.0,270.0,225.0,180.0,180.0,210.96376,203.1986,198.43495,180.0,180.0,191.30994,188.1301,270.0,270.0,270.0,270.0,270.0,2.5,-0.0,-0.0,-10.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,12.5,-0.0,-0.0,2.5,14.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.5,10.0,10.0,10.0,0.0,-10.0,0.0,0.0,10.0,-10.0,-7.5,-10.0,-10.0,2.5,-16.0,10.0,10.0,10.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0
2119,100191,15.62929708,-90.35928503,0,2020-06-10,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII,844.0,850.0,850.0,850.0,850.0,844.0,850.0,850.0,850.0,850.0,849.0,853.0,853.0,853.0,853.0,849.0,853.0,853.0,853.0,853.0,849.0,853.0,853.0,853.0,853.0,13.342364,18.541979,6.0544987,0.0,11.309933,19.560978,18.053904,8.530766,8.530766,14.036243,17.650969,15.909876,8.530766,8.530766,14.036243,11.309933,11.309933,0.0,0.0,11.309933,12.137064,10.779772,2.8624053,2.8624053,10.024988,288.43494,296.56506,315.0,270.0,270.0,309.2894,302.4712,0.0,0.0,306.8699,315.0,307.87497,0.0,0.0,306.8699,270.0,270.0,270.0,270.0,270.0,305.5377,293.19858,0.0,0.0,278.1301,-0.0,60.0,0.0,0.0,-0.0,-59.016396,-16.0,-0.0,-0.0,-33.600002,-9.756098,28.800001,-0.0,-0.0,4.8,-0.0,-0.0,0.0,0.0,-0.0,-38.4,-9.411765,-0.0,-0.0,-14.117647,60.0,-60.0,0.0,0.0,40.0,50.98361,-46.0,30.0,30.0,36.4,-19.756098,-41.2,-30.0,-30.0,14.8,40.0,-40.0,0.0,0.0,40.0,31.6,-39.411766,10.0,10.0,35.882355
2120,100192,15.6188716,-88.89157981,0,2018-09-12,Tsp,"Terciario superior.(Oligoceno, Plioceno)",Depresión de Izabal,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,IV,71.0,71.0,71.0,75.0,75.0,71.0,71.0,71.0,75.0,75.0,71.0,71.0,71.0,75.0,75.0,69.0,69.0,69.0,73.0,73.0,69.0,69.0,69.0,73.0,73.0,14.036243,0.0,12.0170355,12.176779,2.8624053,14.036243,0.0,11.309933,11.309933,0.0,14.203598,5.710593,12.6043825,12.6043825,5.710593,12.942409,5.710593,12.6043825,12.6043825,5.710593,11.309933,0.0,11.309933,11.309933,0.0,270.0,270.0,266.63354,259.99203,180.0,270.0,270.0,270.0,270.0,270.0,249.77515,180.0,243.43495,243.43495,180.0,247.61986,180.0,243.43495,243.43495,180.0,270.0,270.0,270.0,270.0,270.0,-0.0,0.0,-0.0,-5.882353,-0.0,-0.0,0.0,-0.0,-0.0,0.0,25.86207,-0.0,8.0,24.0,-0.0,-6.0,-0.0,-24.0,-8.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-50.0,0.0,40.0,-35.882355,10.0,-50.0,0.0,40.0,-40.0,0.0,-44.13793,-20.0,28.0,-36.0,-20.0,-26.0,20.0,36.0,-28.0,20.0,-40.0,0.0,40.0,-40.0,0.0
2121,100193,15.72651179,-90.41116522,0,2019-11-25,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII,459.0,459.0,455.0,455.0,455.0,459.0,459.0,455.0,455.0,455.0,491.0,491.0,483.0,483.0,483.0,491.0,491.0,483.0,483.0,483.0,491.0,491.0,483.0,483.0,483.0,0.0,11.309933,11.309933,0.0,19.290047,57.994617,57.505726,55.79889,54.462322,55.449425,57.994617,57.817104,56.16204,54.462322,55.34585,0.0,21.80141,21.80141,0.0,16.699244,0.0,21.80141,21.80141,0.0,14.302915,270.0,90.0,90.0,270.0,90.0,0.0,9.162347,9.782407,0.0,13.438189,0.0,12.724356,13.570435,0.0,12.47511,270.0,90.0,90.0,270.0,90.0,270.0,90.0,90.0,270.0,11.309933,0.0,-0.0,-0.0,0.0,-0.0,-0.0,36.923077,-42.0,-0.0,48.235294,-0.0,98.82353,-47.54717,-0.0,68.63415,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-40.0,40.0,0.0,-70.0,320.0,316.9231,278.0,280.0,258.2353,-320.0,-301.17648,-247.54718,-280.0,-271.36584,0.0,-80.0,80.0,0.0,-60.0,0.0,-80.0,80.0,0.0,-60.0
2122,100194,15.61553457,-89.72565364,0,2021-03-14,KTs,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Gp,Esquisto Arcilloso,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular,Inceptisoles,VII,244.0,244.0,246.0,246.0,246.0,250.0,250.0,254.0,254.0,254.0,250.0,250.0,254.0,254.0,254.0,250.0,250.0,254.0,254.0,254.0,259.0,259.0,260.0,260.0,260.0,16.699244,19.198614,21.56813,21.80141,23.061136,16.699244,20.260141,22.480928,21.80141,23.061136,0.0,11.309933,11.309933,0.0,2.263636,24.227745,23.910282,20.5351,16.699244,16.054317,24.227745,22.864092,19.221525,16.699244,16.699244,0.0,338.9625,341.56506,0.0,3.3664606,0.0,331.69925,334.9831,0.0,356.63354,270.0,270.0,270.0,270.0,251.56505,0.0,338.49857,334.29004,0.0,357.51044,0.0,348.02386,345.46555,0.0,0.0,-0.0,-21.0,16.470589,-0.0,7.3846154,-0.0,-4.6153846,52.0,-0.0,-7.3846154,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-53.814434,2.3076923,-0.0,-0.0,-0.0,-10.426829,8.918919,-0.0,-0.0,60.0,59.0,76.47059,80.0,77.38461,-60.0,-24.615385,-68.0,-80.0,-77.38461,0.0,40.0,-40.0,0.0,10.0,90.0,76.18557,22.307693,60.0,60.0,-90.0,-90.426834,-61.08108,-60.0,-60.0
2123,100195,15.55769833,-89.36561609,0,2021-10-15,Pi,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Su,Serpentina,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular a Bajo,Inceptisoles,VII,662.0,662.0,664.0,664.0,664.0,662.0,662.0,664.0,664.0,664.0,662.0,662.0,664.0,664.0,664.0,674.0,674.0,675.0,675.0,675.0,674.0,674.0,675.0,675.0,675.0,36.8699,37.112507,37.112507,36.8699,36.412704,0.0,5.710593,5.710593,0.0,0.0,30.963757,30.709475,29.65134,28.810795,29.363798,30.963757,30.575235,29.508194,28.810795,29.41207,0.0,2.8624053,2.8624053,0.0,2.8624053,0.0,352.40536,352.40536,0.0,359.029,270.0,270.0,270.0,270.0,270.0,0.0,351.52887,351.15817,0.0,358.72696,0.0,353.92755,353.65982,0.0,356.1859,270.0,270.0,270.0,270.0,270.0,-0.0,-17.030567,22.270742,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-23.513514,14.96,-0.0,-0.0,-0.0,-9.5172415,10.368853,-0.0,-8.565574,0.0,-0.0,-0.0,0.0,-0.0,-150.0,-147.03056,-147.72926,-150.0,-150.0,0.0,20.0,-20.0,0.0,0.0,120.0,116.48649,104.96,110.0,110.0,-120.0,-119.51724,-109.63115,-110.0,-108.565575,0.0,10.0,-10.0,0.0,10.0
2124,100196,15.88254013,-90.01782961,0,2019-12-02,KTs,Cuaternario hasta el presente,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,III,142.0,142.0,142.0,142.0,142.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,142.0,142.0,142.0,142.0,142.0,2.8624053,2.8624053,2.8624053,2.8624053,4.044691,2.8624053,2.8624053,2.8624053,2.8624053,4.044691,0.0,0.0,0.0,0.0,2.8624053,2.8624053,2.8624053,2.8624053,2.8624053,4.16874,2.8624053,2.8624053,2.8624053,2.8624053,5.438008,180.0,180.0,180.0,180.0,135.0,180.0,180.0,180.0,180.0,135.0,270.0,270.0,270.0,270.0,90.0,0.0,0.0,0.0,0.0,59.036243,0.0,0.0,0.0,0.0,66.80141,-0.0,-0.0,-0.0,-0.0,10.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.5,-0.0,-0.0,-0.0,-0.0,14.0,-10.0,-10.0,-10.0,-10.0,-10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,-10.0,10.0,10.0,10.0,10.0,2.5,-10.0,-10.0,-10.0,-10.0,-16.0
2125,100197,15.3841643,-89.82751288,0,2020-04-14,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VIII,1024.0,1024.0,1025.0,1025.0,1025.0,1024.0,1024.0,1025.0,1025.0,1025.0,1024.0,1024.0,1025.0,1025.0,1025.0,1024.0,1013.0,1011.0,1011.0,1011.0,1013.0,1013.0,1011.0,1011.0,1011.0,43.5312,42.779255,41.19751,40.364536,50.606647,0.0,2.8624053,2.8624053,0.0,14.036243,11.004088,25.034388,33.529167,34.99202,34.218582,31.588137,34.11927,33.641445,34.99202,33.330814,23.500038,15.34595,5.710593,0.0,2.8624053,180.0,181.54816,181.63658,180.0,185.30093,270.0,270.0,270.0,270.0,90.0,135.0,164.47589,181.08092,180.0,162.89728,153.43495,150.12401,174.61069,180.0,171.25385,161.56505,120.06858,90.0,270.0,90.0,-0.0,-11.0220995,8.793103,-0.0,-6.767516,0.0,-0.0,-0.0,0.0,-0.0,0.0,-2.7049181,11.725888,-0.0,66.51584,110.0,-109.05173,-24.5,-0.0,10.659899,-0.0,-0.0,-0.0,0.0,-0.0,190.0,188.9779,168.7931,170.0,113.23248,0.0,10.0,-10.0,0.0,-50.0,0.0,-102.70492,-138.27411,-140.0,-123.48416,-110.0,90.94828,135.5,140.0,140.6599,110.0,-20.0,20.0,0.0,-10.0
2126,100198,15.50867279,-89.49664717,0,2017-08-11,Pi,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Su,Serpentina,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular a Bajo,Inceptisoles,VII,956.0,956.0,956.0,956.0,949.0,958.0,958.0,958.0,958.0,951.0,958.0,958.0,958.0,958.0,951.0,958.0,958.0,958.0,958.0,951.0,959.0,959.0,959.0,959.0,951.0,13.519692,5.710593,5.710593,20.001783,20.001783,14.724247,5.710593,5.710593,20.001783,20.001783,14.036243,0.0,0.0,19.290047,19.290047,13.519692,2.8624053,2.8624053,20.023485,19.936491,14.203598,6.37937,2.8624053,21.271475,21.19139,62.10273,0.0,0.0,74.0546,74.0546,64.653824,0.0,0.0,74.0546,74.0546,90.0,270.0,270.0,90.0,90.0,81.027374,0.0,0.0,84.09386,88.02506,57.094757,26.565052,0.0,84.47246,88.15239,-22.0,-0.0,-0.0,-13.207547,-23.773584,12.068966,-0.0,-0.0,23.773584,13.207547,-0.0,0.0,0.0,-0.0,-0.0,-12.5,-0.0,-0.0,-7.7000003,-0.0,-38.536587,-0.0,-0.0,11.692307,-0.0,38.0,20.0,20.0,-63.207546,66.22642,42.068966,-20.0,-20.0,-66.22642,63.207546,50.0,0.0,0.0,-70.0,70.0,47.5,10.0,10.0,-67.700005,70.0,31.463415,-10.0,-10.0,-78.30769,80.0
2127,100199,15.9168457,-89.42164169,0,2016-06-23,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII,284.0,284.0,284.0,283.0,283.0,284.0,284.0,284.0,283.0,283.0,284.0,284.0,284.0,283.0,283.0,287.0,287.0,287.0,292.0,292.0,287.0,287.0,287.0,292.0,292.0,22.406872,2.8624053,4.16874,3.6469705,0.0,19.290047,0.0,2.8624053,2.8624053,0.0,16.726595,8.530766,12.755872,20.597847,24.227745,10.456857,8.530766,15.909876,22.480928,24.227745,5.710593,0.0,14.036243,14.036243,0.0,104.03625,180.0,120.96375,101.30993,270.0,90.0,270.0,90.0,90.0,270.0,73.07249,0.0,353.65982,356.1859,0.0,61.699245,0.0,322.12503,334.9831,0.0,90.0,270.0,270.0,270.0,270.0,-8.400001,-0.0,2.5,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-45.25862,-0.0,-3.0,-14.268292,-0.0,-16.153847,-0.0,22.058825,72.169815,-0.0,-0.0,0.0,-0.0,-0.0,0.0,71.6,10.0,2.5,10.0,0.0,70.0,0.0,-10.0,10.0,0.0,54.74138,30.0,17.0,85.73171,90.0,-26.153847,-30.0,42.058823,-67.83019,-90.0,20.0,0.0,50.0,-50.0,0.0
2128,100200,15.79809363,-90.32952942,0,2017-06-21,Ksd,Terciario y Cuaternario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII,281.0,281.0,272.0,272.0,272.0,269.0,269.0,264.0,264.0,264.0,269.0,269.0,264.0,264.0,264.0,269.0,269.0,264.0,264.0,264.0,258.0,258.0,254.0,254.0,254.0,30.963757,34.218582,31.051294,21.80141,34.218582,30.963757,32.06707,28.405972,21.80141,34.218582,0.0,14.036243,14.036243,0.0,28.810795,28.810795,30.4399,29.460201,26.565052,31.051294,28.810795,30.027113,29.021887,26.565052,25.253208,180.0,143.97263,138.36646,180.0,126.027374,180.0,151.38954,146.30994,180.0,126.027374,270.0,90.0,90.0,270.0,90.0,180.0,156.16125,155.1363,180.0,131.63354,180.0,158.4287,157.47943,180.0,147.99461,-0.0,110.4,14.896552,-0.0,90.37838,-0.0,31.952663,-49.4382,-0.0,-14.27027,0.0,-0.0,-0.0,0.0,-0.0,-0.0,62.157536,-18.0,-0.0,124.43439,-0.0,24.087591,-46.551723,-0.0,30.27523,-120.0,-99.6,24.896553,-80.0,-99.62162,120.0,101.95267,80.5618,80.0,-44.27027,0.0,-50.0,50.0,0.0,-110.0,-110.0,-97.84247,-68.0,-100.0,-85.56561,110.0,94.08759,93.44828,100.0,100.27523
2129,100201,15.46366075,-89.45299562,0,2018-08-06,Qa,Terciario superior al Cuaternario actual,Depresión de Izabal,Rocas Sedimentarias,St,Materiales Aluviales,Buen Drenaje,Arcilla,Muy Fina,Arcilla a Arcilla-Arenosa,Fina,Bajo,Inceptisoles,II,-1.0,-1.0,-1.0,-2.0,-2.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,2.8624053,2.263636,2.263636,1.0127504,0.0,2.263636,2.263636,3.1996014,2.263636,0.0,1.0127504,1.4320962,1.0127504,2.8624053,0.0,0.0,0.0,0.0,4.044691,2.8624053,2.8624053,2.8624053,2.8624053,270.0,270.0,90.0,71.56505,341.56506,225.0,270.0,71.56505,18.434948,333.43494,251.56505,270.0,45.0,0.0,315.0,270.0,270.0,270.0,270.0,270.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-20.0,10.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-10.0,10.0,10.0,0.0,0.0,-10.0,10.0,-10.0,-10.0,0.0,0.0,-10.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0
2130,100203,15.69092915,-89.19223311,0,2018-07-05,Pi,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Sh,Serpentina o Roca Máfica Serpentinizada,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,VIII,462.0,453.0,453.0,453.0,450.0,469.0,458.0,458.0,453.0,450.0,469.0,458.0,458.0,458.0,452.0,469.0,458.0,458.0,458.0,452.0,469.0,458.0,463.0,458.0,452.0,29.922287,28.76073,11.179986,12.4894,8.530766,31.693441,30.653675,15.61613,20.70185,13.089463,28.810795,28.810795,5.0511527,19.694601,16.50623,28.810795,26.17366,7.1250167,20.195969,16.699244,31.13837,26.246851,14.036243,27.578722,20.195969,55.619656,59.931416,18.434948,73.61046,90.0,58.24052,62.354023,26.565052,55.784298,53.746162,90.0,90.0,45.0,65.22486,62.354023,90.0,82.69424,0.0,80.21759,90.0,65.556046,59.534454,0.0,68.96249,80.21759,-4.8461537,-55.18868,-0.0,-0.0,-0.0,86.05882,26.369864,50.0,-34.831463,-16.153847,-0.0,-0.0,0.0,49.18033,16.5,-0.0,-0.0,-0.0,-0.0,-0.0,-22.60274,-95.08197,100.0,-30.30822,-0.0,-24.846155,84.811325,50.0,-30.0,30.0,-93.94118,86.369865,-50.0,35.16854,33.846153,-110.0,110.0,0.0,-60.81967,56.5,-110.0,110.0,50.0,-60.0,60.0,-82.60274,114.91804,-50.0,9.691781,60.0
2131,100204,15.81903615,-90.20841411,0,2021-05-13,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII,288.0,288.0,272.0,272.0,272.0,288.0,288.0,272.0,272.0,272.0,288.0,288.0,272.0,272.0,272.0,299.0,299.0,288.0,288.0,288.0,299.0,299.0,288.0,288.0,288.0,41.01108,30.653675,38.65981,0.0,28.810795,0.0,38.65981,38.65981,0.0,28.810795,28.810795,43.7914,46.205273,38.65981,43.907722,28.810795,40.8993,43.7914,38.65981,45.288036,0.0,28.810795,28.810795,0.0,34.99202,341.56506,62.354023,90.0,270.0,90.0,270.0,90.0,90.0,270.0,90.0,0.0,50.29008,45.0,0.0,37.613956,0.0,45.0,39.70992,0.0,40.985825,270.0,90.0,90.0,270.0,90.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-35.013264,-172.5,-0.0,30.344828,-0.0,97.5,-35.013264,-0.0,156.1062,0.0,-0.0,-0.0,0.0,-0.0,-220.0,-160.0,160.0,0.0,-110.0,0.0,-160.0,160.0,0.0,-110.0,110.0,-85.01327,147.5,160.0,80.344826,-110.0,-122.5,-85.01327,-160.0,-143.89381,0.0,-110.0,110.0,0.0,-140.0
2132,100205,15.45518083,-88.77390352,0,2016-07-22,Qa,Finales del Terciario hasta llegar al actual.,Depresión del Motagua,Rocas Sedimentarias,In,Sedimentos,Drenaje muy Pobre,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Franco-Arcillo-Micácea,Moderadamente Fina,Bajo,Entisoles,III,33.0,32.0,32.0,32.0,32.0,33.0,32.0,32.0,32.0,32.0,33.0,32.0,32.0,32.0,32.0,33.0,31.0,31.0,31.0,30.0,33.0,31.0,31.0,31.0,30.0,2.263636,6.457955,8.530766,8.530766,8.530766,2.8624053,2.8624053,0.0,0.0,0.0,3.6469705,4.16874,2.8624053,3.6469705,5.0511527,5.0511527,5.438008,2.8624053,4.16874,5.438008,5.710593,5.710593,0.0,2.8624053,2.8624053,161.56505,173.6598,180.0,180.0,180.0,90.0,90.0,270.0,270.0,270.0,101.30993,120.96375,180.0,168.69006,171.8699,98.130104,113.19859,180.0,149.03624,156.8014,90.0,90.0,270.0,90.0,90.0,-0.0,-16.5,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-2.5,-0.0,-0.0,-0.0,-0.0,-14.0,-0.0,-2.5,-14.0,-0.0,-0.0,0.0,-0.0,-0.0,-10.0,23.5,30.0,30.0,30.0,-10.0,10.0,0.0,0.0,0.0,-10.0,-2.5,-10.0,-10.0,-20.0,-20.0,16.0,10.0,-2.5,16.0,-20.0,20.0,0.0,-10.0,10.0
2133,100206,15.72675054,-90.21516775,0,2018-04-24,Ksd,Terciario y Cuaternario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,IV,310.0,310.0,310.0,309.0,309.0,310.0,310.0,310.0,309.0,309.0,309.0,309.0,309.0,308.0,308.0,309.0,309.0,309.0,308.0,308.0,309.0,309.0,309.0,308.0,308.0,5.710593,0.0,2.8624053,2.8624053,0.0,4.5202274,2.8624053,4.044691,4.044691,2.8624053,2.0248682,2.8624053,4.044691,4.044691,2.8624053,0.0,0.0,2.8624053,2.8624053,0.0,1.0127504,0.0,3.6469705,4.16874,2.8624053,270.0,270.0,90.0,90.0,270.0,251.56505,180.0,135.0,135.0,180.0,225.0,180.0,135.0,135.0,180.0,270.0,270.0,90.0,90.0,270.0,45.0,270.0,101.30993,120.96375,180.0,-0.0,0.0,-0.0,-0.0,0.0,16.0,-0.0,10.0,-0.0,-0.0,-0.0,-0.0,-0.0,-10.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-2.5,-0.0,-20.0,0.0,-10.0,10.0,0.0,-14.0,-10.0,-10.0,0.0,-10.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,-10.0,10.0,0.0,0.0,0.0,-10.0,-2.5,-10.0
2134,100207,15.74713314,-89.37664126,0,2016-12-09,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Gp,Esquisto Arcilloso,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular,Alfisoles,VII,250.0,250.0,250.0,250.0,248.0,255.0,252.0,252.0,252.0,249.0,255.0,252.0,252.0,252.0,249.0,255.0,252.0,252.0,252.0,249.0,257.0,254.0,254.0,254.0,249.0,12.176779,8.1112795,5.710593,8.1112795,7.333393,13.519692,10.073967,5.710593,9.256682,8.588925,8.530766,8.530766,0.0,8.530766,8.530766,10.2193775,10.2193775,5.710593,10.779772,10.024988,10.2193775,10.2193775,5.710593,13.342364,12.755872,10.007979,15.255118,0.0,52.125015,60.945396,27.89727,39.289406,0.0,57.52881,65.556046,90.0,90.0,270.0,90.0,90.0,56.309933,56.309933,0.0,66.80141,81.869896,56.309933,56.309933,0.0,71.56505,83.659805,-0.0,-0.0,-0.0,2.5,-10.0,41.911766,11.538462,-0.0,25.384615,7.5,-0.0,-0.0,0.0,-0.0,-0.0,-4.6153846,-23.076923,-0.0,-0.0,-0.0,23.076923,4.6153846,-0.0,27.586206,-0.0,50.0,20.0,20.0,2.5,20.0,-38.088238,21.538462,-20.0,-24.615385,27.5,-30.0,30.0,0.0,-30.0,30.0,-14.615385,26.923077,20.0,-10.0,30.0,-26.923077,14.615385,-20.0,-42.413795,50.0
