,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use
4368,4368,14.855,-90.78111111,1,2010-06-01,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
4370,4370,14.85611111,-90.78111111,1,2010-06-01,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
4372,4372,14.77611111,-90.72694444,1,2010-06-01,Qp,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
4375,4375,14.89305556,-90.98194444,1,2010-06-01,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
4377,4377,14.88388889,-90.69694444,1,2010-06-01,Pzm,Cretácico superior y Terciario medio al superior.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chg,Esquisto,Drenaje Excesivo,Franco-Arenosa-Gravosa a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa Gravosa,Moderadamente Fina,Alto,Entisoles,VII
4378,4378,14.8,-89.5475,1,2010-06-01,Qa,Cuaternario,Tierras Altas Cristalinas,Rocas Sedimentarias,SV,-999,-999,-999,,-999,-999,-999,Inceptisoles,III
4379,4379,14.68194444,-90.95083333,1,2010-06-01,Qp,Período Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tc,Ceniza Volcánica,Buen Drenaje,Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa,Moderadamente Fina,Bajo,Andisoles,II
4381,4381,14.79694444,-90.79194444,1,2010-06-01,Tv,Período Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VI
4382,4382,14.72388889,-90.99388889,1,2010-06-01,Qp,Período Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tn,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillo-Arenosa o Franco-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
4383,4383,14.79888889,-90.72805556,1,2010-06-01,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
4385,4385,14.75611111,-90.96638889,1,2010-06-01,Qp,Período Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tc,Ceniza Volcánica,Buen Drenaje,Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa,Moderadamente Fina,Bajo,Andisoles,II
4389,4389,14.85194444,-89.57305556,1,2010-06-01,I,Período Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Jg,Roca Andesítica,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VI
4405,4405,14.42,-90.63388889,1,2010-06-01,Tv,Período Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Al,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa,Moderadamente Fina,-999,-999,Alto,Andisoles,VII
4434,4434,15.08083333,-90.28777778,1,2010-06-01,Qp,Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chj,Ceniza Volcánica,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
4435,4435,15.13305556,-90.42138889,1,2010-06-01,Qp,Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sl,Ceniza Volcánica Pomácea,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franco-Arenosa-Fina,Media,Regular,Entisoles,VII
4436,4436,15.09333333,-90.29666667,1,2010-06-01,Qp,Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sl,Ceniza Volcánica Pomácea,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franco-Arenosa-Fina,Media,Regular,Entisoles,III
4437,4437,15.11861111,-90.12027778,1,2010-06-01,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Cr,Ceniza Volcánica,Buen Drenaje,Franco-Limosa a Franca Arcillosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Bajo,Andisoles,VII
4439,4439,14.98777778,-90.25194444,1,2010-06-01,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chg,Esquisto,Drenaje Excesivo,Franco-Arenosa-Gravosa a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa Gravosa,Moderadamente Fina,Alto,Entisoles,VII
4445,4445,14.96416667,-91.20722222,1,2010-06-02,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
4446,4446,15.17694444,-90.94194444,1,2010-06-02,Qp,Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,SV,-999,-999,-999,,-999,-999,-999,Inceptisoles,VI
4447,4447,15.05388889,-91.20444444,1,2010-06-02,Qp,Pleistoceno Holoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
4451,4451,14.96305556,-91.02055556,1,2010-06-02,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Si,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Andisoles,VII
4452,4452,15.035,-91.01722222,1,2010-06-02,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Si,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Andisoles,III
4453,4453,15.19333333,-91.07722222,1,2010-06-02,Qp,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sa,Granito Suave y Gneis,Buen Drenaje,Franco-Arenosa,Media,Franco-Arenosa-Fina,Media,Alto,Entisoles,III
4456,4456,14.55111111,-90.54055556,1,2010-06-02,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,VI
4458,4458,15.01777778,-89.97083333,1,2010-06-02,Pzm,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chg,Esquisto,Drenaje Excesivo,Franco-Arenosa-Gravosa a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa Gravosa,Moderadamente Fina,Alto,Entisoles,VII
4468,4468,14.80055556,-90.27555556,1,2010-06-02,Pzm,Cretácico superior y Terciario medio al superior.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Mg,Lava Máfica o Brecha de Toba,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,VII
4473,4473,14.44722222,-90.47472222,1,2010-06-02,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Andisoles,VII
4475,4475,14.63388889,-90.52638889,1,2010-06-02,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,III
4483,4483,14.91805556,-91.44111111,1,2010-06-02,Qp,Terciario Superior (Plioceno)  hasta cuaternario inferior (Pleistoceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,SA,-999,-999,-999,,-999,-999,-999,Entisoles,II
4487,4487,14.91805556,-91.44111111,1,2010-06-02,Qp,Terciario Superior (Plioceno)  hasta cuaternario inferior (Pleistoceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,SA,-999,-999,-999,,-999,-999,-999,Entisoles,II
4490,4490,14.91638889,-91.42166667,1,2010-06-02,Qp,Terciario Superior (Plioceno)  hasta cuaternario inferior (Pleistoceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,SA,-999,-999,-999,,-999,-999,-999,Andisoles,VII
4492,4492,14.435,-90.44833333,1,2010-06-02,Qp,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Entisoles,VII
4504,4504,15.33194444,-90.41361111,1,2010-06-02,JKts,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cr,Ceniza Volcánica,Buen Drenaje,Franco-Limosa a Franca Arcillosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Bajo,Andisoles,VII
4505,4505,15.01222222,-91.15555556,1,2010-06-02,Qp,Pleistoceno Holoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,IV
4507,4507,15.30222222,-90.32861111,1,2010-06-02,CPsr,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VIII
4509,4509,15.10972222,-91.23722222,1,2010-06-02,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
4510,4510,15.29222222,-90.37861111,1,2010-06-02,JKts,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VIII
4515,4515,15.31527778,-90.28416667,1,2010-06-02,Ksd,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VIII
4518,4518,14.52861111,-89.96694444,1,2010-06-02,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,SV,-999,-999,-999,,-999,-999,-999,Inceptisoles,VII
4525,4525,15.28583333,-90.29916667,1,2010-06-02,CPsr,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cr,Ceniza Volcánica,Buen Drenaje,Franco-Limosa a Franca Arcillosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Bajo,Andisoles,VIII
4527,4527,14.57333333,-90.21916667,1,2010-06-02,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Inceptisoles,VII
4533,4533,15.47972222,-90.31083333,1,2010-06-02,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cr,Ceniza Volcánica,Buen Drenaje,Franco-Limosa a Franca Arcillosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Bajo,Andisoles,IV
4534,4534,14.88333333,-90.96194444,1,2010-06-02,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VII
4539,4539,15.29722222,-90.11666667,1,2010-06-02,Pzm,Creatico superior en el Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VI
4540,4540,14.52055556,-90.28138889,1,2010-06-02,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pi,Toba Volcánica o brecha de Toba de color claro,Buen Drenaje,Franco-Limosa,Media,Arcillo-Arenosa-Gravosa o Arcilla a Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Inceptisoles,VII
4547,4547,15.38944444,-90.46694444,1,2010-06-02,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
4548,4548,14.89416667,-90.98194444,1,2010-06-02,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
4567,4567,14.52861111,-89.96694444,1,2010-06-03,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,SV,-999,-999,-999,,-999,-999,-999,Inceptisoles,VII
4568,4568,14.58694444,-90.12111111,1,2010-06-03,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VII
4569,4569,14.64527778,-90.06611111,1,2010-06-03,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Alfisoles,VII
4570,4570,14.63833333,-89.98611111,1,2010-06-03,Qa,Cuaternario reciente,Tierras Altas Volcánicas,Rocas Sedimentarias,Chx,Ceniza Volcánica Pomácea,Drenaje Excesivo,Franco-Limosa a Franco-Arenosa Fina o Muy Fina,Media,Arcilla o Franco-Arcillosa,Moderadamente Fina,Regular a Alto,Entisoles,III
4571,4571,14.59416667,-90.12805556,1,2010-06-03,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VII
4572,4572,14.6375,-89.97583333,1,2010-06-03,Qa,Cuaternario reciente,Tierras Altas Volcánicas,Rocas Sedimentarias,Chx,Ceniza Volcánica Pomácea,Drenaje Excesivo,Franco-Limosa a Franco-Arenosa Fina o Muy Fina,Media,Arcilla o Franco-Arcillosa,Moderadamente Fina,Regular a Alto,Entisoles,III
4573,4573,14.55611111,-90.11888889,1,2010-06-03,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VII
4574,4574,14.50388889,-89.87222222,1,2010-06-03,Qa,Cuaternario reciente,Tierras Altas Volcánicas,Rocas Sedimentarias,Chj,Ceniza Volcánica,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
4576,4576,14.79027778,-89.62277778,1,2010-06-03,I,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ab,"Granito, Gneis y Esquisto",Buen Drenaje,Franco-Arcillo-Arenosa Fina a Franco-Limosa,Moderadamente Fina,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Alto,Inceptisoles,VII
4577,4577,14.79333333,-89.62,1,2010-06-03,I,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ab,"Granito, Gneis y Esquisto",Buen Drenaje,Franco-Arcillo-Arenosa Fina a Franco-Limosa,Moderadamente Fina,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Alto,Inceptisoles,VII
4578,4578,14.79111111,-89.61833333,1,2010-06-03,I,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Jg,Roca Andesítica,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII
4582,4582,14.73777778,-91.21888889,1,2010-06-03,Tv,La caldera posiblemente se formó a finales del terciario.,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Entisoles,VIII
4601,4601,14.625,-91.14472222,1,2010-06-09,Qv,La caldera posiblemente se formó a finales del terciario.,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,At,Flujo Lodoso o Lahar Máfico,Buen Drenaje,Franco-Arenosa o Gravosa,Media,Franco-Arenosa Gravosa,Moderadamente Gruesa,Alto,Andisoles,VIII
4602,4602,14.72277778,-89.5825,1,2010-06-10,Pzm,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Ji,Toba Volcánica o Brecha de Toba,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Entisoles,VII
4603,4603,14.545,-90.53944444,1,2010-06-10,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,SA,-999,-999,-999,,-999,-999,-999,Mollisoles,VI
4627,4627,14.80722222,-91.23166667,1,2010-06-11,Qp,Período Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
4667,4667,14.91194444,-91.68111111,1,2010-06-11,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Os,Ceniza Volcánica Pomácea,Drenaje Excesivo,Arena-Franca o Arena Suelta,Gruesa,Ceniza Volcánica,-999,Alto,Andisoles,VIII
4668,4668,14.91527778,-91.67333333,1,2010-06-11,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Os,Ceniza Volcánica Pomácea,Drenaje Excesivo,Arena-Franca o Arena Suelta,Gruesa,Ceniza Volcánica,-999,Alto,Andisoles,VI
4674,4674,14.93472222,-91.67777778,1,2010-06-11,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Os,Ceniza Volcánica Pomácea,Drenaje Excesivo,Arena-Franca o Arena Suelta,Gruesa,Ceniza Volcánica,-999,Alto,Andisoles,VII
4687,4687,14.70861111,-91.73416667,1,2010-06-11,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Chv,Ceniza Volcánica,Drenaje Excesivo,Arena Fina-Franca Suelta o Arena Muy Fina -Franca,Gruesa,Ceniza no Intemperizada,--,Alto,Andisoles,III
4692,4692,14.66277778,-91.76027778,1,2010-06-11,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Cho,Ceniza Volcánica o Material Aluvial,Buen Drenaje,Franco-Limosa o Arcillosa,Media,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,Regular a Alto,Andisoles,III
4711,4711,14.42805556,-90.66888889,1,2010-06-11,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cq,Ceniza Volcánica Pomácea,Buen Drenaje,Franca a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa,Moderadamente Fina,Alto,Andisoles,III
4723,4723,14.89361111,-91.68444444,1,2010-06-11,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Os,Ceniza Volcánica Pomácea,Drenaje Excesivo,Arena-Franca o Arena Suelta,Gruesa,Ceniza Volcánica,-999,Alto,Andisoles,VII
4724,4724,14.8975,-91.65,1,2010-06-11,Qp,Terciario Superior (Plioceno)  hasta cuaternario inferior (Pleistoceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qeq,-999,-999,-999,,-999,-999,-999,Entisoles,IV
4728,4728,14.94,-89.315,1,2010-06-12,I,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ab,"Granito, Gneis y Esquisto",Buen Drenaje,Franco-Arcillo-Arenosa Fina a Franco-Limosa,Moderadamente Fina,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Alto,Inceptisoles,VII
4736,4736,14.74666667,-89.78805556,1,2010-06-16,Pzm,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sn,Serpentina,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII
4745,4745,14.45472222,-90.56777778,1,2010-06-16,agua,Plioceno al Pleistoceno,Tierras Altas Volcánicas,,AGUA,,,,,,,,,AGUA
4747,4747,14.45472222,-90.56777778,1,2010-06-16,agua,Plioceno al Pleistoceno,Tierras Altas Volcánicas,,AGUA,,,,,,,,,AGUA
4748,4748,14.45472222,-90.56777778,1,2010-06-16,agua,Plioceno al Pleistoceno,Tierras Altas Volcánicas,,AGUA,,,,,,,,,AGUA
4751,4751,14.33555556,-90.59472222,1,2010-06-16,Qv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Bb,Flujo Lodoso o Lahar Máfico,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla a Franco-Arcillosa,Muy Fina,Regular,Entisoles,III
4754,4754,14.45472222,-90.56944444,1,2010-06-16,agua,Plioceno al Pleistoceno,Tierras Altas Volcánicas,,AGUA,,,,,,,,Andisoles,AGUA
4756,4756,14.45472222,-90.56777778,1,2010-06-16,agua,Plioceno al Pleistoceno,Tierras Altas Volcánicas,,AGUA,,,,,,,,,AGUA
4760,4760,14.45472222,-90.56777778,1,2010-06-16,agua,Plioceno al Pleistoceno,Tierras Altas Volcánicas,,AGUA,,,,,,,,,AGUA
4798,4798,15.36777778,-91.35722222,1,2010-06-17,CPsr,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ce,Esquisto Arcilloso,Buen Drenaje,Franco-Arcillo-Limosa,Moderadamente Fina,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,Alto,Alfisoles,VII
4842,4842,14.70555556,-91.76916667,1,2010-06-21,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Sx,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Alto,Andisoles,III
4844,4844,14.49111111,-90.61138889,1,2010-06-21,Tv,Plioceno al Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cq,Ceniza Volcánica Pomácea,Buen Drenaje,Franca a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa,Moderadamente Fina,Alto,Andisoles,VIII
4845,4845,14.50722222,-90.62388889,1,2010-06-21,Qp,Plioceno al Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cq,Ceniza Volcánica Pomácea,Buen Drenaje,Franca a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa,Moderadamente Fina,Alto,Andisoles,VIII
4849,4849,14.6275,-90.41833333,1,2010-06-21,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,VIII
4859,4859,14.66666667,-90.30916667,1,2010-06-22,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pi,Toba Volcánica o brecha de Toba de color claro,Buen Drenaje,Franco-Limosa,Media,Arcillo-Arenosa-Gravosa o Arcilla a Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Inceptisoles,VII
4951,4951,14.7925,-90.60694444,1,2010-06-25,I,"Cretácico superior, se considera del Terciario.",Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chn,"Granito, Gneis",Buen Drenaje,Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillo-Micácea,Moderadamente Fina,Alto,Inceptisoles,VII
