landslide_id,precipitation_mm_last_7_days
100008,10.531178344041109
100016,9.500240937806666
100030,0.6105481311678886
100035,0
100055,144.9159121401608
100111,9.841026708483696
100140,96.2238415889442
100210,0.03373507782816887
100234,66.46176550723612
100282,0
100306,132.521668439731
100330,7.597204128280282
100345,0.6498836185783148
100363,0.5283627584576607
100368,72.97052235528827
100403,1.3269316535443068
100459,22.273258744738996
100481,91.24000893719494
100515,68.19185250718147
100522,0.23238805774599314
100528,2.031756518408656
100539,2.299607191234827
100546,0.015081475488841534
100554,30.248878735117614
100609,0
100630,130.8216826878488
100643,1.3052304107695818
100653,47.49552009627223
100862,36.462980046868324
100863,44.839939918369055
100867,81.4117327220738
100869,0
100870,4.17538852058351
100886,0
100887,0
100903,55.10400268249214
100909,66.93711323291063
100931,10.252426235936582
100944,0
100946,35.94436214026064
100953,22.927520900964737
100989,1.1812284691259265
100994,68.17708632536232
100998,1.3107122164219618
101037,64.46384145505726
101056,0
101086,0
101148,1.2195401303470135
101161,0.16362689808011055
101172,35.43783575948328
101211,1.2487146276980639
101229,16.11267399787903
101248,29.134322039783
101264,4.984492376446724
101280,7.767944948747754
101281,0
101292,0.1830994300544262
101299,10.440575796179473
101304,0
101305,0.044915707781910896
101317,0
101331,35.88217872567475
101339,10.677693128585815
101354,24.452701430767775
101356,11.510385870933533
101383,2.2959882616996765
101386,0
101387,67.25101445615292
101396,0
101413,34.86530975345522
101421,17.258017791435122
101434,2.5159367229789495
101436,0
101437,0
101438,61.331786951981485
101439,3.358685770072043
101444,80.04993255715817
101449,2.676826937124133
101450,0
101452,4.689612023532391
101459,0.5159081667661667
101464,0
101470,2.44967158138752
101472,0
101475,44.03350536990911
101479,0
101480,0
101495,27.189190305769444
101498,0
101518,0
101554,45.585469326004386
101555,0
101557,51.400729921646416
101570,30.746421087533236
101574,22.83971674926579
101595,0.7711687088012695
101604,0
101632,35.783971551805735
101707,0.38469740841537714
101731,2.5482531432062387
101734,1.2756108567118645
101783,2.057620975188911
101907,0.4096872862428427
101948,0.03059248812496662
101970,14.35980486124754
102004,27.931122594513
102009,0.45428975485265255
102012,20.493191284127533
102023,0.7565779946744442
102024,0
102026,1.9819154497236013
102033,7.81802405975759
102036,0.07687440328299999
102069,15.877318708226085
102077,28.63355903699994
102098,4.974210915155709
102108,2.800072332844138
102111,9.68772164080292
102118,17.932591321878135
102122,4.656091403216124
102125,0
102127,0
102133,16.250293551012874
102139,28.128301394172013
102142,63.40253610536456
102150,103.40601725503802
102153,1.1575016304850578
102161,0.74310920573771
102179,3.0203322330489755
102184,9.266634305939078
102190,0
102205,0.5232701357454062
102217,0
102219,0.019438283517956734
102230,0.8189843632280827
102232,2.407899317331612
102257,27.917582088150084
102273,2.004036675207317
102274,30.409239523112774
102275,7.61926413141191
102291,45.48839484155178
102299,22.663774422369897
102320,23.8959786798805
102323,3.562426209449768
102335,102.40237388387322
102359,9.602034508250654
102412,14.07764493394643
102460,6.677352880127728
102488,76.42387009505183
102528,18.66416969522834
102566,0
102591,2.7486655935645103
102608,0.05628869961947203
102609,0
102610,0.2693194393068552
102651,4.8547551445662975
102661,30.954448972828686
102680,2.045434611849487
102685,0
102703,31.08263156376779
102704,0.09379635751247406
102717,19.774062797427177
102721,4.250117750838399
102729,19.328137669712305
102744,0
102745,35.01702080387622
102748,30.51120008341968
102795,11.792742945253849
102796,9.193153515458107
102815,28.623701974749565
102848,22.307581862434745
102849,41.086238788440824
102862,9.001835103146732
102874,1.2068058904260397
102883,0.19233514741063118
102925,3.2322431206703186
102930,103.81279769353569
102984,8.602881709113717
102997,15.980995072051883
102998,36.59402449242771
103002,18.701602833345532
103013,33.51577831432223
103018,34.7620866112411
103048,7.575978321954608
103071,0
103074,15.051050290465355
103082,0
103085,0
103095,2.426519287750125
103099,24.42123404983431
103120,0
103132,144.0037411376834
103171,2.359344858676195
103202,0
103204,0
103223,1.442138435319066
103224,0.05902729835361242
103243,16.60489751957357
103248,44.76485523208976
103289,70.95185593608767
103332,0
103383,0.9386127796024084
103385,25.910471885465086
103388,64.97620275057852
103404,1.0455228667706251
103430,50.71453294251114
103440,72.41342284437269
103451,63.39718890283257
103460,9.590502967126667
103492,1.2871580068022013
103504,6.667972665280104
103520,0
103539,64.91219257749617
103570,0
103577,23.469711204059422
103591,0.024951285682618618
103596,3.603148963302374
103619,0.27330708503723145
103631,0
103639,0.474614217877388
103667,0.03347795829176903
103697,46.7265536673367
103700,30.12549191620201
103705,0.6313979439437389
103718,52.22144189290702
103742,49.672053545713425
103743,29.48097573593259
104035,55.44218983873725
104037,62.96118552610278
104041,7.427967898547649
104045,0.7675036452710629
104065,32.7456893324852
104091,0
104102,0
104105,43.5347576700151
104200,20.577887983061373
104225,62.30707816965878
104229,7.0331181501969695
104233,13.155684717930853
104234,4.351618295535445
104238,22.495795387774706
104266,15.437775637954473
104268,0
104276,0.6126729566603899
104278,57.89258161652833
104295,46.8833943605423
104333,0
104379,78.26003755349666
104382,2.238312430679798
104477,5.943716134876013
104478,0.15596717316657305
104481,30.027944473549724
104487,54.48313199263066
104488,0
104490,0.7583624832332134
104495,41.69464717898518
104498,0
104514,27.664199938997626
104549,36.626183446496725
104568,0
104588,0.03441839665174484
104592,3.705336353741586
104594,0
104600,25.243590641766787
104602,0.6545489886775613
104610,41.55747231002897
104614,0.4375178571790457
104617,0.4853992462158203
104643,19.196261843666434
104644,43.7929592076689
104652,60.166255351155996
104654,1.042871012352407
104677,1.2094044089317322
104678,19.89881515316665
104679,0
104680,0
104681,15.1703020054847
