,elevation_mean,slope_mean,aspect_mean,placurv_mean,procurv_mean,precipitation_mm_last_7_days,soil_tax,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_use,rock_type,rock_period,DecistionTree_prediction_prob,RandomForest_prediction_prob,AdaBoost_prediction_prob,XGBoost_prediction_prob,LogisticRegression_prediction_prob,SupportVectorMachine_prediction_prob,DecistionTree_class3,RandomForest_class3,AdaBoost_class3,XGBoost_class3,LogisticRegression_class3,SupportVectorMachine_class3,DecistionTree_class5,RandomForest_class5,AdaBoost_class5,XGBoost_class5,LogisticRegression_class5,SupportVectorMachine_class5,landslide
7721,935.04,16.061991507999995,271.067828,10.29796832,1.49796832,8.936419998295605,5,24,8,1,1,5,2,7,2,7,2,53,0.4962962962962963,0.9923630536130535,0.4972200352249582,0.76113886,0.15077242857868378,0.21323748115072502,Medium,High,Medium,High,Low,Low,Medium,Very High,Medium,High,Very Low,Low,1
8775,79.24,8.924427404000001,123.17360656,-1.69699548,-1.6969956400000001,170.5299843084067,3,148,8,1,16,3,55,5,2,7,3,50,0.5957446808510638,0.9921010101010102,0.5000486297015688,0.8867115,0.4251796709896486,0.21396266391081117,Medium,High,Medium,High,Medium,Low,Medium,Very High,Medium,Very High,Medium,Low,1
7559,1550.88,28.496561120000003,169.05627,4.21613972,-5.38386064,48.49682364054024,1,65,11,1,24,4,6,5,5,6,1,36,0.913588850174216,0.9989013959514983,0.504696897144607,0.9915138,0.6890758252472068,0.9125443361468756,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
2450,7.04,2.1342249399999997,219.6,0.5,0.5,0.0,7,72,47,5,1,5,2,7,4,2,2,41,0.012618296529968454,0.0,0.4865227825147637,7.851856e-05,0.012003052453100897,0.02372607736739805,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
7331,996.52,29.199807760000002,152.69458699999998,6.238914680000001,-13.36108544,55.22015808150172,3,40,8,2,1,5,14,9,2,7,2,23,0.6115384615384616,1.0,0.5038456042036206,0.95819193,0.5814245685859215,0.8328555029768961,Medium,High,Medium,High,Medium,High,High,Very High,Medium,Very High,Medium,Very High,1
7754,1619.92,18.853966692,148.4252188,-1.09656656,23.30343336,23.43981142900884,2,44,11,1,11,3,41,5,11,8,1,30,0.7668539325842697,0.9923329285843866,0.5025838395355245,0.9787542,0.7513096503473182,0.7159585237058611,High,High,Medium,High,High,High,High,Very High,Medium,Very High,High,High,1
1341,1173.64,18.981843012000002,91.08774412000001,2.5080320719999993,-36.291967840000005,118.08033619448544,4,114,8,1,21,3,34,5,2,7,2,5,0.52,0.0074025351284077116,0.5009054531524061,0.044963654,0.7075351983367342,0.6126146506175972,Medium,Low,Medium,Low,High,Medium,Medium,Very Low,Medium,Very Low,High,High,0
3712,30.6,4.061192764,181.12812136,0.94,6.94,0.058030629530549,1,24,8,1,1,5,2,7,2,6,2,79,0.012618296529968454,0.0009540598290598292,0.4919357123093715,0.027342489,0.05537598706639325,0.06049843852749572,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
7273,1575.04,6.530062791999999,244.0459532,-1.0612307600000002,-2.2612307999999994,142.31947805080563,4,114,8,1,21,3,34,5,2,7,2,26,0.913588850174216,0.9967094757812075,0.5049263254590354,0.98090976,0.7866085382550089,0.9317473006833731,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
5711,54.24,3.2044355360000014,213.23089016000003,-1.02,7.78,0.0917612286284565,7,72,47,5,1,5,2,7,4,2,2,41,0.012618296529968454,0.0,0.48617521443227285,0.00013347206,0.01317309369238488,0.024511460797790305,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4936,225.0,1.077757336,189.0,0.4,-3.6,17.991556646302342,7,161,49,7,1,5,2,7,4,3,2,9,0.012618296529968454,0.0,0.4917502949030163,0.0008505438,0.02226954423581782,0.04284566045836666,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4098,248.56,15.97817142,220.52047679999998,7.74284436,4.14284448,0.0,3,24,8,1,1,5,2,7,2,7,2,3,0.012618296529968454,0.00022727272727272727,0.49125186707082574,0.0027955074,0.1482532148520311,0.07246040943720708,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1036,876.12,25.355472080000006,158.74613720000002,-10.714755008,2.485245560000001,4.42875521723181,3,124,58,1,1,5,2,7,2,8,1,50,0.2558139534883721,0.00041666666666666664,0.4961585893863069,0.016238483,0.17296349303712957,0.08678348792025564,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6139,1902.48,9.113869128,257.2040596,-1.5603901999999998,3.6396099599999996,76.30054670572281,2,48,12,1,13,4,34,5,2,6,1,29,0.913588850174216,0.9985642441633357,0.5043231428228392,0.9984188,0.8310732948008803,0.9752613784795621,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
2135,4.24,1.4441278359999998,204.462602,0.1,2.1,157.105446042493,4,133,9,7,1,5,2,7,4,3,2,9,0.14954682779456194,0.0,0.4987092765317795,0.036883786,0.31452542423257734,0.08842590621260162,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
4083,192.2,9.03276964,140.75222372,-2.4857300399999995,0.31426996,85.69261143356562,4,157,23,1,41,3,36,5,2,3,2,71,0.14954682779456194,0.0009891054067883336,0.498305307067588,0.010988704,0.12203485849624815,0.08774346233781645,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
575,1280.08,5.7628111319999995,197.273664,-0.7103168000000001,-0.7103166800000003,7.971166209317744,6,129,57,1,1,5,2,7,2,7,2,25,0.2558139534883721,0.0020833333333333333,0.499223163266647,0.023803812,0.0998763810426401,0.07467695467422886,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4,1772.32,28.458592639999992,227.96294720000003,0.5132841200000019,55.31328560000001,144.9159121401608,6,49,11,1,38,3,59,4,11,7,2,3,0.47619047619047616,0.005787377450980392,0.5025965411426755,0.07504077,0.9480260180977758,0.656137804725669,Medium,Low,Medium,Low,High,Medium,Medium,Very Low,Medium,Very Low,Very High,High,0
2694,166.72,1.6470271360000002,164.94409531999997,-0.66,-0.66,0.0,7,122,49,1,1,5,2,7,2,3,2,13,0.012618296529968454,0.0,0.48736539298531323,0.00015769573,0.019377328520368935,0.024216044147827968,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6968,2005.6,4.839455988000001,55.428186679999996,0.14,-1.06,0.5020868629217148,2,48,12,1,13,4,34,5,2,7,1,29,0.09595959595959595,0.9940414036933146,0.4998713193193971,0.96731937,0.6852516429120378,0.752283716573847,Low,High,Medium,High,High,High,Very Low,Very High,Medium,Very High,High,High,1
7420,777.76,34.901782520000005,182.8505188,0.04771635999999994,0.04771679999999833,89.90253254864365,3,81,38,1,1,5,2,7,2,7,1,6,0.6193548387096774,0.9863497899159662,0.5007460204630532,0.98429954,0.674815855539493,0.667357009324214,Medium,High,Medium,High,High,High,High,Very High,Medium,Very High,High,High,1
4355,188.56,3.834537708000001,176.02086,0.1,0.5,0.4383555054664612,1,58,8,6,2,5,2,7,4,7,2,3,0.012618296529968454,6.944444444444444e-05,0.49106644452107656,0.0020282923,0.12425600708981716,0.08562430608032781,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3537,125.28,4.052716464,159.43504216,0.56,-0.24,0.0,5,163,49,1,1,5,2,7,2,4,2,64,0.012618296529968454,0.0,0.48702677296740005,0.00027713936,0.01427922440423829,0.022744185715504343,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
7695,1465.28,13.695998331999998,150.992263792,0.7868401599999999,3.1868402000000016,44.42298659496009,1,65,11,1,24,4,6,5,5,3,1,36,0.913588850174216,1.0,0.5054053401643053,0.99975055,0.5291525000913795,0.9063454084416794,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,Medium,Very High,1
8600,757.96,30.48300172,181.78187800000003,-1.4071171599999996,-1.407117199999999,13.090283650904894,6,144,22,1,37,3,62,4,2,8,2,1,0.52,0.9960809025866815,0.4991709249215586,0.99305165,0.2539807985402415,0.5816853435110401,Medium,High,Medium,High,Low,Medium,Medium,Very High,Medium,Very High,Low,Medium,1
8358,800.96,20.04708584000001,229.75091279999998,-8.26645812,-8.266458120000001,48.27829009853304,3,81,38,1,1,5,2,7,2,7,1,6,0.6193548387096774,0.9625558173904949,0.49826694485040124,0.94899905,0.39919037533191554,0.26193205487900445,Medium,High,Medium,High,Medium,Low,High,Very High,Medium,Very High,Low,Low,1
801,1217.2,8.815513496,216.50176059199998,0.480543012,-5.91945708,0.0,1,53,32,1,24,4,36,5,10,7,1,35,0.09595959595959595,0.0002777777777777778,0.4959216661077865,0.0052960385,0.4461306190318153,0.23104932132335607,Low,Low,Medium,Low,Medium,Low,Very Low,Very Low,Medium,Very Low,Medium,Low,0
7276,864.0,23.569243959999998,230.29787520000002,14.486604268,-5.11339632,195.5726468712092,2,38,11,2,8,2,16,0,2,3,1,15,0.8511904761904762,0.9960600924613021,0.5042855078146558,0.96014297,0.8125208000343337,0.8001667293801299,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
1450,344.36,3.561034108000001,129.88500036,-1.32,2.68,3.179567842744291,2,56,12,1,29,3,64,9,2,2,2,9,0.012618296529968454,0.0,0.49591033179406624,0.0120139485,0.2761645233063701,0.19881123478367796,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
5480,142.52,7.257151492,106.26492712,0.18461547999999994,-0.6153846799999997,17.619223560206592,5,163,49,1,1,5,2,7,2,3,2,65,0.012618296529968454,0.0,0.4918792058804061,0.00020680782,0.018971083738078494,0.03466552203666049,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9283,2100.8,38.13558728,59.9678496,7.184645280000002,-34.01535599999999,49.04222739860416,4,118,62,8,44,6,64,9,13,7,2,25,0.913588850174216,1.0,0.5045373809123347,0.9962608,0.8730419018634238,0.7874768134775177,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,High,1
1528,2.52,2.734361776,244.14959199999998,-1.5,-1.5,68.76990892086178,7,146,18,7,23,4,2,7,4,2,2,36,0.14954682779456194,0.0016666666666666666,0.49454486574015366,0.01686798,0.04049980302371275,0.045113154685897584,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
352,1263.32,13.119017692,167.6394848,0.18955315999999983,2.18955332,0.2007733173668384,4,21,52,1,1,5,2,7,10,7,1,58,0.09595959595959595,0.0,0.49462269562632677,0.0038644024,0.25884080055363495,0.09736525238183347,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
7267,2012.12,35.244912240000005,208.1387716,15.494421399999997,-56.9055784,38.24474794231355,2,107,12,1,28,3,44,5,2,8,1,27,0.913588850174216,0.9957668670710137,0.5030072680833066,0.99890304,0.8315695871698141,0.653516939777425,High,High,Medium,High,High,Medium,Very High,Very High,Medium,Very High,Very High,High,1
5498,114.56,5.317965024000001,82.40594703999999,-1.4738461360000001,8.526153879999999,0.0,7,122,49,1,1,5,2,7,2,6,2,64,0.012618296529968454,0.0,0.4868888907014388,0.0027393925,0.01938247813014119,0.03879920783435162,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
7584,1486.04,17.808257639999997,243.9099492,3.62219016,-21.977810160000004,17.18549618590623,3,0,62,8,44,6,64,9,13,6,1,36,0.5,1.0,0.5053505660696501,0.9809333,0.7971981532271705,0.8778025394404907,Medium,High,Medium,High,High,High,Medium,Very High,Medium,Very High,High,Very High,1
3116,72.0,4.568474400000002,54.0,0.0,0.0,0.0,4,154,19,1,11,3,23,4,4,2,2,41,0.012618296529968454,0.0,0.4898887057368652,0.00070930866,0.018855640613466673,0.029449566372535298,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
8943,2294.84,18.466466760000007,129.04039176000003,1.3105882400000004,1.3105883999999997,4.957193742506206,4,114,8,1,21,3,34,5,2,8,2,26,0.2558139534883721,0.9797556117060005,0.5010870938252108,0.964168,0.5393285926231202,0.6757778065910427,Low,High,Medium,High,Medium,High,Low,Very High,Medium,Very High,Medium,High,1
8677,850.24,31.383334440000002,232.02699800000002,5.537439108000001,1.1374391360000013,92.69094183295964,4,142,7,1,39,3,2,7,2,7,1,62,0.8511904761904762,0.99925,0.5049962018514128,0.9867444,0.6007926508397872,0.8807165570846737,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,Very High,1
4642,366.72,18.983110564000004,229.85933160000002,0.8369065560000002,0.43690648000000265,89.28039406891912,4,64,23,1,1,5,2,7,9,6,2,3,0.6193548387096774,0.018583187645687643,0.5002948643876749,0.079363115,0.32629365785575504,0.196976501131516,Medium,Low,Medium,Low,Low,Low,High,Very Low,Medium,Very Low,Low,Very Low,0
4123,53.04,0.993459536,259.2,0.1,2.5,0.5164025314152241,7,131,49,7,1,5,2,7,4,3,2,67,0.012618296529968454,0.0,0.48775593859171584,0.00020686816,0.007785978872867943,0.050295379383890934,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1165,1089.68,25.226065199999997,252.90200879999998,-0.8476676000000005,20.752332184000007,71.51440132502466,6,8,8,1,23,4,10,7,2,8,2,53,0.6115384615384616,0.06724286837672402,0.4999625935997187,0.08063131,0.48920718472761954,0.5,Medium,Low,Medium,Low,Medium,Medium,High,Very Low,Medium,Very Low,Medium,Medium,0
1192,148.28,4.633212572,243.50897439999997,0.07692307999999998,-3.52307692,0.5085180914029479,5,163,49,1,1,5,2,7,2,4,2,65,0.012618296529968454,0.0,0.4873196572941922,3.8696402e-05,0.012502007757928436,0.025731917879741124,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
7955,2412.84,14.487366280000002,236.3291972,2.9234670560000002,2.923467160000003,30.571810285560787,2,44,11,1,11,3,41,5,11,7,1,35,0.7668539325842697,0.9904408825406054,0.5029057509424961,0.9880091,0.8349539860469678,0.9266612588772852,High,High,Medium,High,High,High,High,Very High,Medium,Very High,Very High,Very High,1
3690,250.6,17.009210464000006,244.737948,-1.5622891519999995,8.837710959999997,26.701866002753377,7,161,49,7,1,5,2,7,4,7,2,53,0.012618296529968454,0.0,0.48986896804707275,0.00084944634,0.03134522178669219,0.0672737650591973,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
8653,415.16,14.205665124000005,62.856186879999996,8.4838776,9.2838776,38.31529888045043,5,54,8,2,1,5,2,7,2,7,2,53,0.2754491017964072,0.9960416666666667,0.4984809890958117,0.83222383,0.17294439456993385,0.13473728494394385,Low,High,Medium,High,Low,Low,Low,Very High,Medium,Very High,Very Low,Very Low,1
4685,757.12,18.07709272,86.76669652000001,2.7705765199999997,-12.829423400000001,37.2895113741979,6,144,22,1,37,3,62,4,2,6,2,1,0.52,0.013161513564863909,0.5014081070595426,0.10097738,0.2892879217450995,0.47452470485037374,Medium,Low,Medium,Low,Low,Medium,Medium,Very Low,Medium,Very Low,Low,Medium,0
1749,208.4,1.6334474799999996,244.062602,-0.5,0.3,17.148211343213916,7,77,49,1,1,5,2,7,4,6,2,20,0.012618296529968454,0.0,0.4916815035524491,0.00042800888,0.03935735299853338,0.02924571865499131,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
5877,1538.16,7.808062768,211.58871799999997,2.1300484240000004,-5.869951520000001,43.23381483182311,4,118,62,8,44,6,64,9,13,7,1,72,0.913588850174216,0.9997999999999999,0.5031839787610225,0.9979259,0.7409731169007812,0.9021930040316828,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
3711,465.04,13.083362812000003,76.58655256,1.6689328159999999,4.8689328,0.5986194284632802,3,24,8,1,1,5,2,7,2,7,2,53,0.03859649122807018,8.293838862559243e-05,0.49431144325843485,0.0054530157,0.12249912333347965,0.10479708114227501,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1248,593.72,20.199464480000003,216.4721028,-7.325602304,14.67439776,189.16524952463809,5,54,8,2,1,5,2,7,2,7,2,34,0.3978494623655914,0.006344302024989228,0.5004374571495319,0.054738685,0.7356532983948824,0.37072481362951804,Medium,Low,Medium,Low,High,Medium,Low,Very Low,Medium,Very Low,High,Low,0
9230,879.2,14.924717600000003,251.25283879999998,1.1,-0.9,17.08116317447275,4,142,7,1,39,3,2,7,2,7,1,62,0.6115384615384616,1.0,0.5024687151284003,0.996447,0.23615220488211566,0.3954131506071763,Medium,High,Medium,High,Low,Medium,High,Very High,Medium,Very High,Low,Low,1
5885,2402.8,3.9601268840000006,204.54043,-1.28,-1.28,32.381605265662074,2,44,11,1,11,3,41,5,11,6,1,35,0.7668539325842697,0.9989237637362638,0.5030581810899537,0.9954829,0.7934597808213063,0.9198531402280348,High,High,Medium,High,High,High,High,Very High,Medium,Very High,High,Very High,1
3016,110.88,2.0434549879999993,173.8626024,1.0,-0.6,43.682831960730255,4,133,9,7,1,5,2,7,4,5,2,66,0.14954682779456194,0.004387105669573059,0.4961418106027151,0.1071371,0.04967914244374486,0.06335837169220258,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6725,1416.4,14.678729920000002,48.07222936,1.4656017840000004,-3.73439828,78.26736967079341,1,65,11,1,24,4,6,5,5,7,1,36,0.913588850174216,0.9980054059098129,0.505470806034409,0.99872893,0.7881769591224277,0.9377456817346045,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
5883,3001.36,12.99855276,255.3560644,-4.577009256,1.022990719999998,62.98115860763937,2,151,14,1,43,4,63,5,2,7,1,55,0.913588850174216,0.9757157587795189,0.5027612901692828,0.9069844,0.9376122980883973,0.8844622942838841,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
5812,1781.72,18.807936599999998,241.62764799999997,2.136598872,2.1365993368000007,24.880159866064787,3,40,8,2,1,5,14,9,2,7,2,25,0.7668539325842697,0.9992812499999999,0.5047288563704209,0.9863042,0.5947234491864521,0.9205124249808354,High,High,Medium,High,Medium,High,High,Very High,Medium,Very High,Medium,Very High,1
2256,758.36,20.196826752000003,138.30292960000003,-0.6980793599999998,6.901920240000001,39.80179974809289,6,8,8,1,23,4,10,7,2,7,2,53,0.2754491017964072,0.07443073168195662,0.4986740493599758,0.12348764,0.2612229507383009,0.1967068467068408,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Low,Very Low,0
6468,2190.36,10.662614143999999,147.5455918,-2.3874815600000003,16.81251888,292.83759786374867,2,44,11,1,11,3,41,5,11,7,1,35,0.913588850174216,0.9928593601926208,0.5074910653875975,0.9996126,0.997674971170662,0.9613781828332987,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
6702,1413.76,15.465164139999999,144.28385435999996,0.2367777599999998,14.236778399999999,106.8931183218956,1,65,11,1,24,4,6,5,5,3,1,36,0.913588850174216,1.0,0.5063338611878586,0.9996704,0.7770277025363914,0.9739960771126228,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
6539,788.6,23.78588112,74.5885272,-0.5985922400000002,-18.998592400000003,176.1370389824733,3,81,38,1,1,5,2,7,2,7,1,6,0.6193548387096774,0.994253469569646,0.5007875556848902,0.97272205,0.8961404923036015,0.8137819820904921,Medium,High,Medium,High,High,High,High,Very High,Medium,Very High,Very High,Very High,1
3563,28.08,7.97053112,185.6096932,0.30461540000000015,0.30461540000000015,114.15232535544784,5,154,19,1,11,3,23,4,4,1,2,41,0.14954682779456194,0.00125,0.4964668996596265,0.016817706,0.0809667960672772,0.04500840880622448,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9282,446.96,22.513392640000006,228.19983520000008,-5.61370952,-5.613708759999998,35.566416456364095,3,124,58,1,1,5,2,7,2,7,1,50,0.2754491017964072,0.9696356909028817,0.4970724422169462,0.84218425,0.15478230778006313,0.08901549429812435,Low,High,Medium,High,Low,Low,Low,Very High,Medium,Very High,Very Low,Very Low,1
4752,362.16,15.347974359999993,190.98281264000002,-6.402228279999999,17.597772000000003,0.0,5,54,8,2,1,5,2,7,2,7,2,53,0.012618296529968454,8.293838862559243e-05,0.4908160971853172,0.00081376627,0.06326808391968859,0.05228457848459513,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1452,1183.84,9.333135068000004,228.86792480000003,-0.8405249600000001,-12.040524879999998,5.460906624794006,6,15,32,1,23,4,7,7,9,6,1,36,0.4962962962962963,0.0013333333333333333,0.4971365896263065,0.021736639,0.26723173531048283,0.12149912802056877,Medium,Low,Medium,Low,Low,Low,Medium,Very Low,Medium,Very Low,Low,Very Low,0
9214,67.16,18.08553864,127.765781,-1.3535485039999997,9.846451559999998,190.3631571298465,1,24,8,1,1,5,2,7,2,6,2,21,0.14954682779456194,0.9879819979856744,0.49960249195370443,0.9587775,0.7945568176817935,0.39254148181378795,Low,High,Medium,High,High,Medium,Very Low,Very High,Medium,Very High,High,Low,1
7655,832.6,1.6547415639999996,156.03855028,0.6,0.6,40.07786570396274,3,137,8,2,1,5,2,7,8,7,2,6,0.6115384615384616,0.9969060672514621,0.501341040407546,0.99293447,0.24380904674389972,0.3296743383375827,Medium,High,Medium,High,Low,Low,High,Very High,Medium,Very High,Low,Low,1
